gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Gm15789	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm37285	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm37755	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm38218	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Acadl	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm27934	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm25832	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Hjurp	chr1	84715661	90457421	-0.971615	0	18.2539	0.241441	1.78041	2
Gal3st2	chr1	90456366	92110848	-0.499698	1	13.886	0.920707	1.88885	2
Gal3st2b	chr1	90456366	92110848	-0.499698	1	13.886	0.920707	1.88885	2
Gm7889	chr1	90456366	92110848	-0.499698	1	13.886	0.920707	1.88885	2
St8sia4	chr1	92066278	94295562	-0.240923	2	17.0245	0.939275	1.97396	2
Pam	chr1	94287808	95480978	-0.342838	1	16.1284	0.894872	3.8974	4
4933436E23Rik	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Gm34816	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Zbtb41	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Aspm	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
F13b	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Odr4	chr1	146239928	167629261	-0.587625	2	15.1924	0.987763	1.88181	2
Cd84	chr1	167628819	169646137	-0.801137	1	10.9757	0.292006	1.84213	2
Gm18445	chr1	169645397	170131013	-0.631857	1	12.1433	0.599964	1.87185	2
MGP_FVBNJ_G0009541	chr2	5327362	5691369	-0.250351	2	25.2627	0.0258463	1.99117	2
Gm13255	chr2	5510782	5751588	-0.273418	1	25.4167	0.0964601	1.98699	2
1700061F12Rik	chr2	5981106	6890727	-0.228285	2	26.7246	0.335365	1.99178	2
Dnajc1	chr2	15046921	15460116	-0.25529	2	20.2446	0.209112	1.97906	2
Gm13349	chr2	15046921	15460116	-0.25529	2	20.2446	0.209112	1.97906	2
Bmi1	chr2	15452993	21905998	-0.47617	1	16.467	0.741581	1.88125	2
Vav2	chr2	23992296	29306479	-0.473575	1	14.0708	0.246749	1.93571	2
Ttll11	chr2	32822726	33209452	-0.205672	1	17.1382	0.653512	1.92899	2
Gm28635	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Btbd18	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Tmx2	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Med19	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Zdhhc5	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
MGP_FVBNJ_G0036421	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
MGP_FVBNJ_G0037498	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Lin7c	chr2	105940531	107438814	-0.417634	2	14.9046	0.67134	1.90685	2
Platr8	chr2	105940531	107438814	-0.417634	2	14.9046	0.67134	1.90685	2
Lgr4	chr2	105940531	107438814	-0.417634	2	14.9046	0.67134	1.90685	2
Dph6	chr2	110532484	114267980	-0.430841	2	15.5711	0.845106	1.88123	2
Gm13972	chr2	110532484	114267980	-0.430841	2	15.5711	0.845106	1.88123	2
Gm13975	chr2	110532484	114267980	-0.430841	2	15.5711	0.845106	1.88123	2
Fsip1	chr2	114267702	117544627	-0.523401	1	12.2288	0.842369	1.86773	2
Gm14018	chr2	117538385	126278954	-0.416988	1	13.2877	0.812771	1.91217	2
Tmc2	chr2	126278549	128546152	-0.598053	1	11.2085	0.975699	1.84934	2
Bpifb9a	chr2	150262694	151776082	-0.36986	3	25.3881	0.893829	1.80056	2
Bpifb9b	chr2	150262694	151776082	-0.36986	3	25.3881	0.893829	1.80056	2
Zfp663	chr2	161507748	173787296	-0.458972	1	16.6072	0.847206	1.91668	2
Gm34599	chr3	30490669	30623969	0.238227	2	23.6644	0.858217	1.98112	2
Gm20515	chr3	30490669	30623969	0.238227	2	23.6644	0.858217	1.98112	2
Mfsd8	chr3	36736280	36778058	-0.615369	1	13.8695	0.987099	1.88135	2
Abhd18	chr3	36736280	37033876	-0.46593	1	15.209	0.987099	3.83787	4
1700034I23Rik	chr3	36776781	36809093	-0.608495	1	14.2297	0.290795	1.90781	2
Nbea	chr3	51384382	55892863	-0.213003	2	17.6463	0.915767	1.98319	2
Mbnl1	chr3	55937128	56544227	-0.567649	1	13.9693	0.740639	2.7986	3
Gm37589	chr3	56016278	56544227	-0.737473	1	11.7802	0.715315	1.80993	2
Gm37488	chr3	56016278	56544227	-0.737473	1	11.7802	0.715315	1.80993	2
4931440P22Rik	chr3	60891328	76085389	-0.246995	1	17.9621	0.913775	1.9682	2
Cd5l	chr3	82260401	85879811	0.246839	2	23.9696	0.943539	1.97686	2
Fcrl1	chr3	82260401	85879811	0.246839	2	23.9696	0.943539	1.97686	2
MGP_FVBNJ_G0037585	chr3	91493356	91612652	-0.42228	1	14.0637	0.636889	1.92614	2
MGP_FVBNJ_G0037586	chr3	91493356	91612652	-0.42228	1	14.0637	0.636889	1.92614	2
Sec24d	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
Mettl14	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
Gm22713	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
Gm35065	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
Prss12	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
Snhg8	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
Snora24	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
Gm9369	chr3	118184029	129061088	-0.520921	2	15.9011	0.971763	1.83196	2
H2az1	chr3	132498302	152586906	-0.88806	1	11.189	0.85536	1.71358	2
Tmem67	chr4	8304075	8380481	-0.318545	2	20.7418	0.809896	1.95001	2
Gm11906	chr4	21104133	31444289	0.235058	3	29.1019	0.88649	2.96406	3
Astn2	chr4	61623805	62378558	-0.226209	2	20.9558	0.0692677	1.99052	2
Gm25480	chr4	62309155	64509347	-0.271174	1	19.7214	0.250714	1.98213	2
Gm11224	chr4	65653126	66305053	-0.273674	1	16.7377	0.00777772	1.98769	2
Ptprd	chr4	72923492	80080764	-0.310746	2	15.1734	0.811931	2.9149	3
Bnc2	chr4	79882581	90809373	-0.552274	2	15.0913	0.992964	1.85765	2
Gm12421	chr4	79882581	90809373	-0.552274	2	15.0913	0.992964	1.85765	2
Gm12880	chr4	117039236	118446153	0.214412	3	27.2879	0.90208	1.97881	2
Snip1	chr4	120770887	129921687	-0.626058	1	12.3088	0.716938	1.85667	2
Gm12984	chr4	131252559	131959353	-0.213558	2	16.7978	0.224193	1.98634	2
Gm12982	chr4	131252559	131959353	-0.213558	2	16.7978	0.224193	1.98634	2
Srrm1	chr4	131252559	131959353	-0.213558	2	16.7978	0.224193	1.98634	2
Hmgcl	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Gale	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Lypla2	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Pithd1	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Efhd2	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm29367	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Fhad1os2	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Fhad1	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13059	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Fhad1os1	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
4930455G09Rik	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Tmem51	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13053	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Tmem51os1	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Kazn	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13062	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13052	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Pramel16	chr4	140348443	140412440	-0.792377	1	9.9523	0.820868	1.80299	2
Aadacl4fm4	chr4	141098492	143593860	-0.671463	2	12.9623	0.911353	1.8198	2
Cdk6	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Gm42435	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Fam133b	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Gm43017	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
MGP_FVBNJ_G0036454	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
1700109H08Rik	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Rbm48	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
2510017J16Rik	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Pex1	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Ankib1	chr5	466526	657601	-0.311659	2	16.375	0.265415	1.97933	2
Gm43679	chr5	466526	657601	-0.311659	2	16.375	0.265415	1.97933	2
Zcchc4	chr5	49393062	49612437	-0.650707	1	15.5188	0.985661	1.73146	2
Gm23015	chr5	53652755	69031951	-0.544745	1	16.4751	0.641824	1.83452	2
Adgrl3	chr5	77873166	91490005	-0.794942	1	11.8484	0.918228	1.83146	2
Gm34086	chr5	121564458	122079635	-0.535724	1	13.7322	0.848366	1.89257	2
Gm43661	chr5	121564458	122079635	-0.535724	1	13.7322	0.848366	1.89257	2
Gm4868	chr5	123358941	149462173	0.219752	3	29.8327	0.116833	2.98562	3
Kl	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Gm8675	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Stard13	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Gm42906	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
5430435K18Rik	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Gm7041	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Vmn2r18	chr5	149690124	149783391	0.305818	3	35.0881	0.105245	1.98119	2
Gm43228	chr6	15186209	16183709	-0.54718	2	11.7999	0.955329	1.91703	2
Gm5874	chr6	15186209	16183709	-0.54718	2	11.7999	0.955329	1.91703	2
Gm5302	chr6	21381568	29550654	-0.410916	2	15.7146	0.900321	1.93156	2
D630045J12Rik	chr6	34527947	34932869	-1.26398	0	7.91443	0.268986	1.53576	2
Luc7l2	chr6	34932425	37549508	-0.430643	1	14.4668	0.645262	1.91277	2
Sva	chr6	38342707	40328512	-0.261081	3	16.6752	0.988074	1.90497	2
Nfe2l3	chr6	47783376	48630612	-0.58342	2	15.0654	0.711892	1.82611	2
Hoxa13	chr6	48630362	55357721	-0.544207	1	15.4132	0.649867	1.82908	2
Herc3	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Nap1l5	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Fam13a	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Gm45060	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
BB365896	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Gm45061	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Gm5570	chr6	56435548	57656255	-0.564176	1	14.4611	0.825439	1.81861	2
Smyd1	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Mir8112	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Krcc1	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44321	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm1070	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Cd8b1	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44110	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44111	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44174	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44175	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Cd8a	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Rmnd5a	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44130	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44172	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44186	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Rnf103	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44194	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
1700040L08Rik	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Chmp3	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Kdm3a	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Ctnna2	chr6	73901411	79912224	-0.38539	1	19.0412	4.05924e-07	7.87107	8
Gm44438	chr6	73901411	74023951	-0.351952	1	21.2848	4.05924e-07	2.97933	3
Gm44286	chr6	73901411	74023951	-0.351952	1	21.2848	4.05924e-07	2.97933	3
Gm44288	chr6	74060177	74230442	-0.300952	1	19.466	0.000210885	1.98821	2
Gm44437	chr6	74090253	79912224	-0.394887	2	18.2475	0.85536	1.93946	2
Exoc6b	chr6	81058040	82143534	-0.355606	2	18.4025	0.636591	1.93861	2
Gm7507	chr6	81058040	82143534	-0.355606	2	18.4025	0.636591	1.93861	2
Gm44012	chr6	81058040	82143534	-0.355606	2	18.4025	0.636591	1.93861	2
Alms1-ps2	chr6	82143048	82777334	-0.530429	1	15.7153	0.727106	1.8903	2
Alms1-ps1	chr6	82143048	82777334	-0.530429	1	15.7153	0.727106	1.8903	2
Snrpg	chr6	82776324	91178180	-0.300608	1	21.0853	0.937549	1.94478	2
Tafa4	chr6	93332066	105282672	0.259814	2	33.0578	0.957489	1.96642	2
C1ra	chr6	120828041	125008074	-0.872777	1	11.2456	0.810309	1.77507	2
Ptpro	chr6	133981022	138673165	0.358114	3	34.3868	0.918228	1.94029	2
Gm44459	chr7	0	905543	0.20614	2	22.5789	0.587308	1.98381	2
Speer9-ps1	chr7	0	905543	0.20614	2	22.5789	0.587308	1.98381	2
AU018091	chr7	0	905543	0.20614	2	22.5789	0.587308	1.98381	2
Lair1	chr7	892987	2149756	0.239215	3	23.123	0.913775	1.97845	2
Nlrp2	chr7	2193549	2691942	-0.228828	1	17.975	0.78069	1.90505	2
Zfp78	chr7	3378472	8587724	-0.512051	1	12.5278	0.915083	1.89581	2
Psg29	chr7	14480468	14803788	0.403395	3	22.548	0.315748	1.93213	2
Ercc1	chr7	16787336	17239160	-0.217317	2	16.5302	0.918017	1.98515	2
Tomm40	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Gm20512	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Nectin2	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Bcam	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Zfp607a	chr7	25830756	31458198	-1.21563	0	8.56045	0.0173055	1.69997	2
AI987944	chr7	39799836	41344927	-0.727018	1	11.1704	0.849011	1.8052	2
Chd2	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
C130083A15Rik	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
Gm44686	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
Chaserr	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
Pde8a	chr7	79806367	87779830	-0.537662	1	14.5113	0.915767	1.77968	2
Tmem135	chr7	87749759	88383922	-0.334728	2	18.8997	0.899821	1.93193	2
Gvin-ps6	chr7	104743999	106473130	-0.201127	1	22.1899	0.660874	1.84401	2
Gvin-ps7	chr7	104743999	106473130	-0.201127	1	22.1899	0.660874	1.84401	2
Abca14	chr7	118929629	123354244	0.204151	3	30.9512	0.61403	1.99049	2
Abca15	chr7	118929629	123354244	0.204151	3	30.9512	0.61403	1.99049	2
Tex36	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Gm28747	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Edrf1	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Mmp21	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Uros	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Bccip	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Dhx32	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Dlc1	chr8	33666134	36083416	-0.377972	2	15.0005	0.899821	1.94125	2
AI429214	chr8	33666134	36083416	-0.377972	2	15.0005	0.899821	1.94125	2
Sorbs2	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
MGP_FVBNJ_G0039200	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
MGP_FVBNJ_G0039201	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
Gm16351	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
Sorbs2os	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
MGP_FVBNJ_G0015557	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
Gm25309	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
Pdlim3	chr8	42138609	71499714	-0.349997	2	15.4307	0.997663	1.92341	2
Gm26994	chr8	108854527	109096606	0.271551	3	35.7175	0.882351	1.98033	2
Cntnap4	chr8	108854527	109833225	0.334648	3	36.5483	0.882351	4.96226	5
MGP_FVBNJ_G0009784	chr8	108854527	109096606	0.271551	3	35.7175	0.882351	1.98033	2
Gm25766	chr8	109833416	110148495	0.395269	3	38.453	0.0874656	1.9778	2
Gm24291	chr8	109833416	110148495	0.395269	3	38.453	0.0874656	1.9778	2
Wwox	chr8	111701449	125458721	-0.825838	1	12.4923	0.1569	1.90027	2
Gria4	chr9	1134764	3423083	-0.32768	1	20.9277	0.463339	1.87678	2
Dync2h1	chr9	3722482	4582334	-0.463557	2	17.9691	0.749864	1.94285	2
Yap1	chr9	4581716	10333394	-0.458449	1	18.4604	0.16146	1.94443	2
Maml2	chr9	9959692	17251091	-0.28985	2	20.5511	0.517706	1.96366	2
MGP_FVBNJ_G0009098	chr9	9959692	17251091	-0.28985	2	20.5511	0.517706	1.96366	2
Mtmr2	chr9	9959692	17251091	-0.28985	2	20.5511	0.517706	1.96366	2
Cep57	chr9	9959692	17251091	-0.28985	2	20.5511	0.517706	1.96366	2
Fam76b	chr9	9959692	17251091	-0.28985	2	20.5511	0.517706	1.96366	2
Irak1bp1	chr9	79315333	85154349	0.206175	2	27.1456	0.4999	1.90711	2
Phip	chr9	79315333	85154349	0.206175	2	27.1456	0.4999	1.90711	2
Gm29385	chr9	97547792	105720999	0.201885	2	27.0643	0.49069	1.98734	2
Gm5161	chr9	97547792	105720999	0.201885	2	27.0643	0.49069	1.98734	2
Fbxw14	chr9	105669143	105877109	0.215688	3	27.3362	0.716902	1.98322	2
Gm42493	chr9	105669143	105877109	0.215688	3	27.3362	0.716902	1.98322	2
Fbxw19	chr9	105669143	105877109	0.215688	3	27.3362	0.716902	1.98322	2
Rbms3	chr9	113142174	115853047	-0.816027	0	12.4433	8.58169e-16	4.87141	5
Gm18489	chr9	113418170	115853047	-0.234976	1	20.2315	0.0270105	1.98784	2
Gm20397	chr9	113418170	115853047	-0.234976	1	20.2315	0.0270105	1.98784	2
Gm17396	chr9	113418170	115853047	-0.234976	1	20.2315	0.0270105	1.98784	2
Gm20396	chr9	113418170	115853047	-0.234976	1	20.2315	0.0270105	1.98784	2
Ulbp1	chr10	4307724	5344642	-1.01967	0	9.29269	0.654782	1.71167	2
Ust	chr10	5344332	13941484	-0.643127	1	15.1495	0.457373	1.88527	2
Ahi1	chr10	17593762	18984203	0.214509	2	31.661	0.974143	1.91682	2
Myb	chr10	17593762	18984203	0.214509	2	31.661	0.974143	1.91682	2
Gm26577	chr10	17593762	18984203	0.214509	2	31.661	0.974143	1.91682	2
E130307A14Rik	chr10	36242713	40768303	-0.33582	2	18.1429	0.928564	1.92681	2
Rev3l	chr10	36242713	40768303	-0.33582	2	18.1429	0.928564	1.92681	2
Gm22105	chr10	36242713	40768303	-0.33582	2	18.1429	0.928564	1.92681	2
Gm16210	chr10	36242713	40768303	-0.33582	2	18.1429	0.928564	1.92681	2
Micu1	chr10	55843669	55908205	-0.443928	2	16.7731	0.863469	1.9023	2
Ctnna3	chr10	59928802	63324120	0.236243	3	28.9575	0.939275	1.88421	2
Reep3	chr10	63145469	67332539	-0.401048	2	17.3547	0.646125	1.91678	2
Jmjd1c	chr10	63145469	67332539	-0.401048	2	17.3547	0.646125	1.91678	2
Gm26359	chr10	63145469	67332539	-0.401048	2	17.3547	0.646125	1.91678	2
Ube2d1	chr10	67332269	69471794	-0.746642	1	8.93125	0.825439	1.81209	2
Vmn2r83	chr10	75604983	78062333	0.225665	2	24.1667	0.85536	1.90194	2
Tph2	chr10	111405331	111890113	-0.582658	1	12.0547	0.933359	1.90436	2
Ewsr1	chr11	1966084	18317490	-0.484221	1	20.2059	0.708796	2.85395	3
Rhbdd3	chr11	1967851	18317490	-0.437654	2	20.3738	0.990712	1.9094	2
Emid1	chr11	1967851	18317490	-0.437654	2	20.3738	0.990712	1.9094	2
Kremen1	chr11	1967851	18317490	-0.437654	2	20.3738	0.990712	1.9094	2
Gm25142	chr11	1967851	18317490	-0.437654	2	20.3738	0.990712	1.9094	2
Znrf3	chr11	1967851	18317490	-0.437654	2	20.3738	0.990712	1.9094	2
Wdpcp	chr11	18317241	25922359	-0.476496	1	19.3058	0.559645	1.90815	2
Gm12100	chr11	27381335	45559238	-0.353104	2	22.4813	0.872608	1.94425	2
Gm12101	chr11	27381335	45559238	-0.353104	2	22.4813	0.872608	1.94425	2
Psme4	chr11	27381335	45559238	-0.353104	2	22.4813	0.872608	1.94425	2
Gm12103	chr11	27381335	45559238	-0.353104	2	22.4813	0.872608	1.94425	2
Gm12187	chr11	45558544	45995329	-0.764426	1	15.072	0.679367	1.80253	2
Gm12185	chr11	45558544	45995329	-0.764426	1	15.072	0.679367	1.80253	2
Hs3st3b1	chr11	60862373	61314025	-0.727362	1	9.58949	0.871146	1.83559	2
Olfr75-ps1	chr11	70562173	70727754	0.251145	3	31.6303	0.987099	1.97517	2
Gm44923	chr11	70562173	70727754	0.251145	3	31.6303	0.987099	1.97517	2
