gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Gm37531	chr1	56569892	56706620	0.338562	3	33.1866	0.990771	1.60133	2
Gm18829	chr1	56569892	56706620	0.338562	3	33.1866	0.990771	1.60133	2
Wdr12	chr1	56710482	56965891	0.340257	3	32.2289	0.93338	2.39951	3
Carf	chr1	56713251	56965891	0.298306	3	34.7131	0.992967	1.5196	2
Gm15464	chr1	56713251	56965891	0.298306	3	34.7131	0.992967	1.5196	2
Plekhm3	chr1	60991163	61590718	0.200316	2	27.2736	0.984205	2.24012	3
Gm28923	chr1	62003193	62094234	-0.202116	2	18.6769	0.864444	1.94081	2
Gm28922	chr1	62003193	62094234	-0.202116	2	18.6769	0.864444	1.94081	2
Gm19335	chr1	64986907	65098864	0.232031	2	21.8496	0.827772	1.91332	2
Acsl3	chr1	75095841	75214176	0.342968	2	30.5567	0.896064	3.72178	4
Utp14b	chr1	75095841	75212452	0.318363	2	28.2367	0.896064	2.91758	3
Ap1s3	chr1	75962822	76575463	-0.337928	2	18.1703	0.528384	1.85902	2
Gm37886	chr1	75962822	76575463	-0.337928	2	18.1703	0.528384	1.85902	2
Col4a3	chr1	78915610	79275387	-0.262895	2	19.3353	0.637762	2.78007	3
MGP_FVBNJ_G0036273	chr1	78915610	78981991	-0.236938	2	19.6856	0.637762	1.85122	2
Gm7553	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Slc19a3	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Gm7539	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Krtap28-10	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
A030005K14Rik	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Krtap28-13	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Gm29518	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Ccl20	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Gm29519	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Daw1	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Gm6244	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
MGP_FVBNJ_G0036274	chr1	79363298	79675577	0.276336	2	32.5666	0.739012	1.69583	2
Gm37517	chr1	79675963	79854087	-0.244809	1	18.5621	0.734714	1.95956	2
Dner	chr1	80705088	81292747	-0.236921	2	19.8118	0.950103	3.78981	4
Mir5126	chr1	81024417	81292747	-0.303855	2	18.5831	0.5582	1.82558	2
Trip12	chr1	81024417	81292747	-0.303855	2	18.5831	0.5582	1.82558	2
Sp100	chr1	81888186	82373900	0.210784	4	29.1794	0.96344	4.45458	8
Dis3l2	chr1	83127587	84439725	0.449968	3	34.8568	0.992967	1.53209	2
Ugt1a6a	chr1	84648639	84673018	0.658096	4	45.4915	0.955427	1.19623	2
Ugt1a5	chr1	84648639	84673018	0.658096	4	45.4915	0.955427	1.19623	2
Ugt1a2	chr1	84648639	84673018	0.658096	4	45.4915	0.955427	1.19623	2
Sned1	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Mir6901	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Mterf4	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Gm28535	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Gm7867	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Pask	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Ppp1r7	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Mir6902	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Mir6345	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Gm26446	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Ano7	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Hdlbp	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Gm17415	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Septin2	chr1	89686118	90342792	-0.270156	2	21.7103	0.775538	1.89088	2
Gal3st2b	chr1	90341469	90519184	-0.298347	1	17.8018	0.899728	8.06563	9
Gal3st2	chr1	90393295	90773855	-0.362637	1	16.5903	0.885812	6.40127	7
Gm7889	chr1	90448852	90519184	-0.389221	1	16.7105	0.956383	1.83006	2
Gm18666	chr1	90517861	90535133	-0.372599	1	16.5311	0.782999	3.61119	4
1700063A18Rik	chr1	92509980	92714435	0.333025	3	26.9381	0.970469	1.78576	2
Gm7133	chr1	93647979	93934905	-0.207963	2	17.6831	0.999658	2.899	3
Cntnap5b	chr1	96338682	97007588	-0.208847	2	19.4227	0.871013	5.87756	6
Gm18969	chr1	98141404	98402303	-0.265576	1	17.7775	0.585381	1.96736	2
Gm22034	chr1	99318901	99403041	-0.262552	1	17.5283	0.687244	1.96511	2
Gm18447	chr1	100672865	101106760	-0.208288	1	18.8846	0.720609	1.96468	2
Rnf152	chr1	101627180	101820660	-0.207758	2	21.5696	0.473929	2.96357	3
Gm17634	chr1	101727573	101820660	-0.217686	2	21.4013	0.626667	1.97036	2
Gm28403	chr1	101727573	101820660	-0.217686	2	21.4013	0.626667	1.97036	2
Pign	chr1	101852934	102131754	0.241597	2	23.606	0.40872	1.66619	2
Serpinb3a	chr1	103439334	103727018	0.356345	3	31.1504	0.95247	5.07882	6
Gm8204	chr1	109105134	109608101	-0.295031	2	18.5173	0.422827	1.97186	2
9330185C12Rik	chr1	110104124	110259129	-0.438047	2	16.8248	0.693792	2.84908	3
Gm3922	chr1	111683277	111742688	0.239722	5	38.7449	0.722978	1.56017	2
Gm43551	chr1	111683277	111742688	0.239722	5	38.7449	0.722978	1.56017	2
Gm17916	chr1	111770140	112362349	-0.22772	2	19.3799	0.970044	1.94469	2
Cntnap5a	chr1	111770140	112812144	-0.277532	2	17.8556	0.970044	3.77226	4
Gm13232	chr1	112306945	112553068	-0.369574	1	16.0435	0.757705	1.81386	2
Gm13160	chr1	112306945	112553068	-0.369574	1	16.0435	0.757705	1.81386	2
Gm13167	chr1	112306945	112553068	-0.369574	1	16.0435	0.757705	1.81386	2
Gm17777	chr1	113494924	113704842	-0.31987	1	16.3992	0.711963	1.90546	2
Gm7200	chr1	114355295	114719997	-0.23761	2	19.1998	0.885812	1.91803	2
Clasp1	chr1	114717894	114744071	-0.241738	1	19.0359	0.920266	1.90402	2
Gm29658	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Gm3551	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Gm28209	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Tmem177	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Cfap221	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Gm17973	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Sctr	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Tmem37	chr1	115966875	116856988	-0.254371	1	22.3215	0.315977	1.9851	2
Dbi	chr1	116261833	116874030	-0.229225	1	22.3968	0.0921629	1.97806	2
3110009E18Rik	chr1	116261833	116874030	-0.229225	1	22.3968	0.0921629	1.97806	2
Steap3	chr1	116261833	116874030	-0.229225	1	22.3968	0.0921629	1.97806	2
C1ql2	chr1	116261833	116874030	-0.229225	1	22.3968	0.0921629	1.97806	2
1700012E03Rik	chr1	116261833	116874030	-0.229225	1	22.3968	0.0921629	1.97806	2
Marco	chr1	116261833	116874030	-0.229225	1	22.3968	0.0921629	1.97806	2
En1	chr1	116261833	116874030	-0.229225	1	22.3968	0.0921629	1.97806	2
Gm29346	chr1	116874040	117169670	-0.238247	2	20.7123	0.517678	1.97709	2
Gm29345	chr1	116874040	117169670	-0.238247	2	20.7123	0.517678	1.97709	2
Gm29344	chr1	116874040	117169670	-0.238247	2	20.7123	0.517678	1.97709	2
Gm29348	chr1	116874040	117169670	-0.238247	2	20.7123	0.517678	1.97709	2
Gm29347	chr1	116874040	117169670	-0.238247	2	20.7123	0.517678	1.97709	2
Gm37043	chr1	116874040	117169670	-0.238247	2	20.7123	0.517678	1.97709	2
Celrr	chr1	117169680	117448484	-0.21203	2	22.455	0.411279	1.97906	2
Gm29359	chr1	117169680	117448484	-0.21203	2	22.455	0.411279	1.97906	2
Gm8392	chr1	118171534	118699320	-0.267343	1	19.3701	0.361592	1.96844	2
Gm28590	chr1	118171534	118699320	-0.267343	1	19.3701	0.361592	1.96844	2
Gm25771	chr1	118660241	118730741	-0.262696	2	18.6972	0.711963	1.94202	2
MGP_FVBNJ_G0004900	chr1	120760038	121112295	-0.2029	2	20.0654	0.55953	5.93234	6
Gm29428	chr1	126240798	126304563	-0.202284	1	19.3645	0.810127	1.95485	2
Cd55b	chr1	126478538	126579147	0.293006	3	33.7241	0.957412	2.96246	4
Cd55	chr1	126478538	126579147	0.293006	3	33.7241	0.957412	2.96246	4
Avpr1b	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Gm8532	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Ctse	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Rab7b	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Slc26a9	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Pm20d1	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Slc41a1	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Rab29	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Gm38067	chr1	127633677	127952600	-0.212751	2	21.342	0.680259	1.84563	2
Elk4	chr1	128030379	128080942	-0.328504	2	20.4069	0.938537	1.87177	2
MGP_FVBNJ_G0036945	chr1	128087518	128560000	-0.200348	2	24.2327	0.293155	1.98973	2
Gm37120	chr1	128087518	128560000	-0.200348	2	24.2327	0.293155	1.98973	2
Cdk18	chr1	128087518	128560000	-0.200348	2	24.2327	0.293155	1.98973	2
Gm29629	chr1	128087518	128560000	-0.200348	2	24.2327	0.293155	1.98973	2
Lemd1	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Mir135b	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
MGP_FVBNJ_G0004908	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Gm10188	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Gm29630	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Gm7241	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Klhdc8a	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Nuak2	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
F730311O21Rik	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Tmcc2	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Gm15849	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Dstyk	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
6030442K20Rik	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Rbbp5	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Tmem81	chr1	128187310	128802809	-0.210606	2	24.1001	0.191337	1.99215	2
Cntn2	chr1	128187310	129047506	-0.293975	2	21.6154	0.191337	2.92445	3
Nfasc	chr1	128560506	129047506	-0.352468	2	20.1795	0.0417831	1.92809	2
Gm10538	chr1	128560506	129047506	-0.352468	2	20.1795	0.0417831	1.92809	2
Etnk2	chr1	129441171	129714130	0.329628	2	36.3351	0.966633	1.69064	2
Sox13	chr1	129441171	129714130	0.329628	2	36.3351	0.966633	1.69064	2
Zc3h11a	chr1	129713506	130046350	0.785165	4	42.3301	0.756574	1.96009	3
MGP_FVBNJ_G0016337	chr1	129713506	130046350	0.785165	4	42.3301	0.756574	1.96009	3
Platr22	chr1	132859953	132924686	-0.211396	2	20.6141	0.655476	1.95634	2
Ptprc	chr1	134283440	134451412	0.293575	4	29.7601	0.59127	1.85209	2
1700113B19Rik	chr1	134382076	134489543	0.207922	2	32.5327	0.960626	1.40564	2
Atp6v1g3	chr1	134382076	134489543	0.207922	2	32.5327	0.960626	1.40564	2
Crb1	chr1	135415040	135704859	-0.225688	2	19.1819	0.854623	1.96359	2
4933436E23Rik	chr1	135415040	135704859	-0.225688	2	19.1819	0.854623	1.96359	2
Gm5834	chr1	136088168	136258178	0.47683	4	26.5365	0.950103	1.45418	2
Cfh	chr1	136257903	136358375	0.283405	3	25.1049	0.992983	3.50107	4
Gm37777	chr1	136362206	136480142	-0.283282	2	16.8703	0.756673	1.86153	2
Gm28724	chr1	138826729	138971097	0.249696	2	22.6205	0.907946	1.92337	2
Rgs21	chr1	140390513	140583647	-0.295633	2	18.4041	0.824302	1.84241	2
Gm4034	chr1	144768044	144926275	0.318781	2	34.9458	0.74563	1.64531	2
Gm29022	chr1	144768044	144926275	0.318781	2	34.9458	0.74563	1.64531	2
Gm5703	chr1	144768044	144926275	0.318781	2	34.9458	0.74563	1.64531	2
Gm38238	chr1	148165858	148314428	0.284547	2	35.5276	0.981102	1.56644	2
Colgalt2	chr1	148395690	148589144	0.302759	2	27.075	0.925118	1.84835	2
Lamc2	chr1	148922133	149235206	0.2551	2	33.4728	0.980987	2.08867	3
Lamc1	chr1	149234317	149337887	0.311603	3	30.5849	0.99317	2.34674	3
Acbd6	chr1	151471352	151666613	-0.252044	2	20.1445	0.980131	1.37468	2
Lhx4	chr1	151471352	152007413	-0.315199	2	18.6412	0.980131	2.27642	3
Fam163a	chr1	152006506	152232534	-0.25435	1	20.0825	0.892896	1.89363	2
Gm38113	chr1	152096994	152326280	-0.358648	2	18.6662	0.919198	1.67502	2
Tdrd5	chr1	152096994	152326280	-0.358648	2	18.6662	0.919198	1.67502	2
A430050A11Rik	chr1	152096994	152326280	-0.358648	2	18.6662	0.919198	1.67502	2
4930518J20Rik	chr1	152096994	152326280	-0.358648	2	18.6662	0.919198	1.67502	2
Nphs2	chr1	152096994	152326280	-0.358648	2	18.6662	0.919198	1.67502	2
Axdnd1	chr1	152096994	152326280	-0.358648	2	18.6662	0.919198	1.67502	2
Soat1	chr1	152326041	153068277	-0.289137	1	20.4309	0.906718	2.67153	3
Myoc	chr1	158506382	158647337	0.270846	3	28.7725	0.975178	1.90951	2
Myocos	chr1	158506382	158647337	0.270846	3	28.7725	0.975178	1.90951	2
Prrc2c	chr1	158506382	158647337	0.270846	3	28.7725	0.975178	1.90951	2
Gm27616	chr1	158506382	158647337	0.270846	3	28.7725	0.975178	1.90951	2
Kifap3	chr1	159659256	160092362	0.379515	3	30.0473	0.98293	1.81321	2
Gm33354	chr1	162247770	162312666	-0.217753	2	21.2531	0.634133	1.92929	2
MGP_FVBNJ_G0036962	chr1	165549271	165667976	-0.357176	2	18.3916	0.563663	1.93121	2
Gm37586	chr1	165549271	165667976	-0.357176	2	18.3916	0.563663	1.93121	2
Gm37030	chr1	166682002	166835261	-0.416346	2	17.9981	0.79089	1.47732	2
Fcgr2b	chr1	166682002	166835261	-0.416346	2	17.9981	0.79089	1.47732	2
Gm38204	chr1	166682002	166835261	-0.416346	2	17.9981	0.79089	1.47732	2
Gm10522	chr1	166682002	166835261	-0.416346	2	17.9981	0.79089	1.47732	2
Fcgr4	chr1	166682002	166835261	-0.416346	2	17.9981	0.79089	1.47732	2
Gm26110	chr1	166682002	166835261	-0.416346	2	17.9981	0.79089	1.47732	2
Fcgr3	chr1	166682002	167123973	-0.28894	2	21.107	0.79089	2.46824	3
Itln1	chr1	167298092	167646121	0.721561	4	45.6191	0.974022	1.01032	2
Cd84	chr1	167635252	167906695	0.612631	3	33.8237	0.957928	1.44989	2
Crp	chr1	168479124	168603913	-0.352865	2	16.8899	0.673057	1.80076	2
Gm38051	chr1	168479124	168603913	-0.352865	2	16.8899	0.673057	1.80076	2
Gm24817	chr1	168479124	168603913	-0.352865	2	16.8899	0.673057	1.80076	2
Olfr1408	chr1	168853420	168913897	-0.227451	2	19.06	0.585304	1.90617	2
Olfr1407-ps1	chr1	168853420	168913897	-0.227451	2	19.06	0.585304	1.90617	2
Gm18445	chr1	169608849	169778409	-0.325158	1	15.656	0.736153	6.32146	8
Ifi203	chr1	169694004	169724360	-0.40244	1	13.3831	0.994076	1.31934	2
Ifi202b	chr1	169735983	169778409	-0.304436	2	15.6551	0.980131	1.77874	2
Ifi211	chr1	169777774	169862984	-0.308854	1	16.4381	0.950103	1.78266	2
Ifi205	chr1	169777774	169862984	-0.308854	1	16.4381	0.950103	1.78266	2
Olfr432	chr1	169812437	170068957	-0.253251	2	18.2001	0.957412	1.87089	2
Olfr431-ps1	chr1	169812437	170068957	-0.253251	2	18.2001	0.957412	1.87089	2
Olfr430	chr1	169812437	170068957	-0.253251	2	18.2001	0.957412	1.87089	2
Olfr429	chr1	169812437	170068957	-0.253251	2	18.2001	0.957412	1.87089	2
Olfr428-ps1	chr1	169812437	170068957	-0.253251	2	18.2001	0.957412	1.87089	2
Olfr427	chr1	169812437	170068957	-0.253251	2	18.2001	0.957412	1.87089	2
Rgs7	chr1	171029433	171625602	-0.262096	1	17.0726	0.979881	1.85316	2
Akt3	chr1	172889618	173178511	0.48508	3	23.5827	0.578649	1.85674	2
Adss	chr1	173510963	173534247	-0.275668	1	19.3429	0.993995	1.8329	2
Gm16585	chr1	173510963	173534247	-0.275668	1	19.3429	0.993995	1.8329	2
4930527J03Rik	chr1	174058148	174092880	0.370904	2	29.7146	0.975867	1.5364	2
Kif26b	chr1	174159138	175329165	-0.226669	2	20.9918	0.455814	2.89656	3
Gm24405	chr1	174432920	175329165	-0.256437	2	20.2066	0.249625	1.9019	2
Gm34176	chr1	174432920	175329165	-0.256437	2	20.2066	0.249625	1.9019	2
Gm16564	chr1	174432920	175329165	-0.256437	2	20.2066	0.249625	1.9019	2
Smyd3	chr1	174432920	175329165	-0.256437	2	20.2066	0.249625	1.9019	2
Tfb2m	chr1	175328474	175455117	-0.203135	1	20.8798	0.924333	2.87503	3
Gm1818	chr1	175328474	175455117	-0.203135	1	20.8798	0.924333	2.87503	3
Kif28	chr1	175504180	175646456	-0.240977	1	19.2765	0.99225	1.85578	2
Gm32200	chr1	187177484	187368159	0.237515	2	52.5634	0.686163	1.56132	2
Gm37688	chr1	187177484	187368159	0.237515	2	52.5634	0.686163	1.56132	2
Gm37432	chr1	187177484	187368159	0.237515	2	52.5634	0.686163	1.56132	2
Ints7	chr1	187368021	187421541	0.551669	4	51.0673	0.856708	1.44184	2
Bend7	chr2	1656210	1822095	0.248075	2	38.7172	0.970469	1.9138	2
Camk1d	chr2	2533952	2705669	0.483184	1	52.2769	0.982765	0.514055	2
Gm13216	chr2	2533952	2705669	0.483184	1	52.2769	0.982765	0.514055	2
MGP_FVBNJ_G0008402	chr2	2533952	2705669	0.483184	1	52.2769	0.982765	0.514055	2
Cdc123	chr2	2759500	3765557	0.646145	3	46.0832	0.713557	1.50007	2
Celf2	chr2	3765079	4970820	0.365719	3	38.1372	0.956873	3.51121	4
Gm37851	chr2	8199418	8385659	-0.311292	2	23.3751	0.803871	1.81088	2
8030442B05Rik	chr2	8199418	8385659	-0.311292	2	23.3751	0.803871	1.81088	2
Gm13293	chr2	8199418	8385659	-0.311292	2	23.3751	0.803871	1.81088	2
Gm37730	chr2	8199418	8385659	-0.311292	2	23.3751	0.803871	1.81088	2
4933403L11Rik	chr2	8199418	8385659	-0.311292	2	23.3751	0.803871	1.81088	2
Gm13291	chr2	8199418	8385659	-0.311292	2	23.3751	0.803871	1.81088	2
Pfkfb3	chr2	8385451	8555649	-0.272968	1	25.1667	0.942284	1.81034	2
Dnajc1	chr2	15045314	15181723	0.320885	3	42.9671	0.973828	1.70978	2
Il36b	chr2	20693537	21703433	-0.208195	1	31.5921	0.495721	1.97719	2
Gm13410	chr2	20693537	21703433	-0.208195	1	31.5921	0.495721	1.97719	2
Il36g	chr2	20693537	21703433	-0.208195	1	31.5921	0.495721	1.97719	2
Il36a	chr2	20693537	21703433	-0.208195	1	31.5921	0.495721	1.97719	2
Gm37703	chr2	20693537	21703433	-0.208195	1	31.5921	0.495721	1.97719	2
Trub2	chr2	26434684	26532907	-0.383448	2	26.901	0.852366	1.88145	2
Gm13547	chr2	26434684	26532907	-0.383448	2	26.901	0.852366	1.88145	2
Coq4	chr2	26434684	26532907	-0.383448	2	26.901	0.852366	1.88145	2
Slc27a4	chr2	26434684	26532907	-0.383448	2	26.901	0.852366	1.88145	2
Urm1	chr2	26434684	26532907	-0.383448	2	26.901	0.852366	1.88145	2
Mir219a-2	chr2	26434684	26532907	-0.383448	2	26.901	0.852366	1.88145	2
Mir219b	chr2	26434684	26532907	-0.383448	2	26.901	0.852366	1.88145	2
Fibcd1	chr2	28572778	28820382	-0.318636	2	27.471	0.980131	1.65379	2
Nup214	chr2	28820151	28823176	-0.434684	1	24.3873	0.954621	1.91117	3
Fam78a	chr2	28820151	29036969	-0.251353	1	33.8106	0.954621	2.27305	4
Gm16534	chr2	28820151	29036969	-0.251353	1	33.8106	0.954621	2.27305	4
Gm13435	chr2	34011439	34111177	-0.211127	2	26.839	0.711861	1.9484	2
Olfr366	chr2	34011439	34111177	-0.211127	2	26.839	0.711861	1.9484	2
Nek6	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
Gm35808	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
Psmb7	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
Adgrd2-ps	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
MGP_FVBNJ_G0015260	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
Nr5a1	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
Nr5a1os	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
Nr6a1	chr2	35363200	36672309	-0.370014	2	28.4242	0.968154	1.78115	2
Gm22298	chr2	50710186	50761798	-0.213167	1	25.941	0.798756	1.94352	2
Mir195b	chr2	53299569	53353516	-0.209514	1	25.144	0.975867	1.91962	2
Gm13551	chr2	55800181	55979403	0.234684	3	36.9753	0.86164	1.92276	2
Gm13581	chr2	57470914	57863252	0.29348	2	37.4434	0.950224	1.81882	2
