gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Mfap5	chr6	118684769	118780399	-0.254566	2	46.1923	0.739416	2.94863	3
Clec4a3	chr6	119128836	119292290	-0.230546	2	43.7192	0.969669	2.88197	3
Klrb1a	chr6	124963203	125004650	0.204619	2	58.7118	0.936707	2.90915	3
Clec2g	chr6	125379545	125495243	0.261342	3	63.1254	0.993915	3.69825	4
Klra10	chr6	126574176	127026850	-0.237406	1	28.6968	0.992983	1.94774	3
Nlrp12	chr7	72546	162293	-0.335843	1	16.4381	0.87238	2.72734	3
Pira12	chr7	586556	758706	-0.701506	1	11.1283	0.83176	2.46056	5
Pira13	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Pira2-ps1	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Pirb	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Gm10693	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Gm15931	chr7	586556	628469	-0.582497	1	12.6195	0.83176	1.69007	3
Lilra6	chr7	586556	781013	-0.58709	1	12.9014	0.83176	3.41612	6
Vmn1r-ps40	chr7	2333986	2394952	0.344962	3	20.3796	0.984536	2.79352	3
Nlrp4c	chr7	3063989	3118872	0.486981	1	35.9927	0.960626	1.63433	3
Clcn4	chr7	4271834	4455934	-0.280313	1	18.774	0.908874	2.11509	3
Nlrp4d	chr7	7409670	7736042	0.245637	3	21.2152	0.978568	2.44163	3
Nlrp5-ps	chr7	11673545	12705916	-0.230792	2	17.9768	0.885812	9.86113	13
Crxos	chr7	13036110	13124674	0.56425	3	33.1024	0.979013	3.75737	5
Psg16	chr7	14347141	14396375	0.249874	3	26.4606	0.672988	2.87939	3
Ceacam5	chr7	15070487	15244787	-0.225823	2	17.5493	0.982765	2.54281	3
Nlrp9b	chr7	17506986	17893936	0.312883	3	24.1233	0.379743	2.87229	3
Ceacam1	chr7	23236599	23337282	0.230169	3	27.3462	0.756673	10.2849	13
Cyp2b13	chr7	23899151	24033961	-0.327573	1	16.0473	0.985024	3.63903	4
Cyp2a4	chr7	24197139	24201966	-0.615102	1	13.2373	0.563663	2.68888	3
Zfp27	chr7	27937277	28006478	0.208479	2	36.1158	0.995969	2.86855	3
Zfp568	chr7	28045121	28685908	0.619584	4	43.3986	0.501412	2.53478	3
Gm44662	chr7	28992652	29307340	-0.236249	1	27.9071	0.976729	4.44732	6
Vmn2r-ps54	chr7	40047507	40229251	-0.251842	2	24.3064	0.722438	2.69021	3
Vmn2r-ps56	chr7	40154875	40342018	-0.319251	2	21.3284	0.996532	2.40218	3
Vmn2r58	chr7	40154875	40377499	-0.265217	2	23.8391	0.996532	3.38913	4
Trpm4	chr7	43739331	44836082	-0.205159	2	30.567	0.978568	2.68546	3
Mrgprc3-ps	chr7	47067510	47278586	0.415991	3	35.4447	0.833776	2.09066	3
Cers3	chr7	65240433	65518887	0.223822	2	44.1148	0.981102	2.56299	3
Chd2	chr7	71677387	72190062	0.323353	2	34.2421	0.970469	2.73585	3
Sv2b	chr7	73742093	74048514	-0.410461	2	25.1203	0.992983	2.51878	3
Trim30d	chr7	102799059	102916487	-0.270492	1	25.5551	0.697958	2.92212	3
Olfr680-ps1	chr7	103494262	103632354	-0.239305	2	23.6258	0.760306	3.81938	4
Gvin-ps6	chr7	104447684	105086845	-0.552936	1	18.1216	0.830697	5.9451	10
Gvin-ps7	chr7	104447684	105105868	-0.43985	1	21.2387	0.830697	6.66804	11
Sox6	chr7	113558699	114699909	-0.202841	2	27.6285	0.467134	2.79001	3
Iqck	chr7	117413075	118359371	-0.226659	2	31.418	0.803871	4.61144	5
Tbc1d10b	chr7	125575570	126067044	-0.225722	2	33.1926	0.654238	2.94955	3
Tnfrsf22	chr7	142547834	142774313	0.210711	2	38.6241	0.998721	4.06862	5
Csmd1	chr8	12834074	14849497	0.388893	3	34.2081	0.967615	2.40617	3
Defb9	chr8	18829353	18843317	-0.377913	1	13.7941	0.996365	2.53734	3
Kcnu1	chr8	22839095	24307266	0.292959	3	29.3519	0.97055	2.60415	3
2810404M03Rik	chr8	38691007	38834886	0.321178	3	27.5387	0.915043	4.32582	5
Marchf1	chr8	61943099	63521262	-0.284743	0	17.7119	0.00488627	4.87345	5
Iqcm	chr8	71800601	72189062	0.326905	3	25.4837	0.881885	2.88701	4
Gm10649	chr8	72752738	73471728	0.219655	2	29.4794	0.98485	2.58061	3
Gab1	chr8	76878764	77315095	0.230895	2	29.7189	0.999681	2.73213	3
A330008L17Rik	chr8	95757969	95921383	0.314978	3	27.7513	0.98485	6.5054	8
Smpd3	chr8	102406771	102631885	0.250226	2	25.1513	0.871013	2.5843	3
St3gal2	chr8	107269213	107332329	-0.326457	2	20.5686	0.899728	2.47527	3
Cdh13	chr8	115436930	116512511	-0.326158	1	18.9739	0.991327	4.62844	5
Def8	chr8	120150711	120225090	-0.214584	1	22.6568	0.77776	2.90381	3
Pgbd5	chr8	121132903	121749612	-0.209482	1	20.1449	0.990771	2.80588	3
Deup1	chr9	11826842	12355689	-0.508398	2	25.6937	0.934953	2.83488	3
Npsr1	chr9	20553552	21047575	0.295307	3	48.3464	0.970469	2.24994	3
Ntm	chr9	26142369	26722745	0.208899	3	35.9631	0.981088	2.67959	3
Hykk	chr9	51356786	52104298	0.308131	3	29.3359	0.849662	2.72438	3
Trip4	chr9	62528893	62792822	0.262036	3	29.7667	0.992967	2.37212	3
Snx1	chr9	62788506	63256965	0.221586	3	32.139	0.857335	2.62312	3
Usp3	chr9	63256222	63453858	0.328993	3	31.7595	0.93445	2.56892	3
Gm15563	chr9	63256222	63453858	0.328993	3	31.7595	0.93445	2.56892	3
Aph1b	chr9	63256975	63497389	0.230559	2	28.1117	0.980131	5.16615	6
Aph1c	chr9	63458917	64341068	0.209396	2	26.3636	0.996918	3.82336	4
Rora	chr9	65195333	66454549	-0.271407	2	19.0183	0.683083	4.5967	5
Fam81a	chr9	66463511	66887754	-0.280919	2	20.0323	0.62675	2.87391	3
Unc13c	chr9	70220066	70991225	0.262977	3	32.3516	0.686655	3.79217	4
Gsta1	chr9	74968989	75134185	-0.289658	3	24.6813	0.987179	4.23376	5
Gsta5	chr9	74968989	75134185	-0.289658	3	24.6813	0.987179	4.23376	5
Trim43a	chr9	85193872	85252977	-0.284041	3	23.5698	0.984072	3.36756	4
Trim43c	chr9	85193872	85252977	-0.284041	3	23.5698	0.984072	3.36756	4
Trim43b	chr9	85193872	85252977	-0.284041	3	23.5698	0.984072	3.36756	4
Cpne4	chr9	101131183	101268571	-0.292932	1	26.3982	0.706235	4.69555	5
Fbxw14	chr9	105403739	105777333	-0.683405	1	13.3978	0.98485	1.78864	3
Fbxl2	chr9	110324399	110495431	-0.348436	1	27.7806	0.710294	2.45755	3
4921528I07Rik	chr9	110527430	110559232	0.31541	3	43.5075	0.853807	2.07624	3
Crtap	chr9	110797413	111018691	0.204659	3	32.2543	0.75207	2.74904	3
Slc22a13	chr9	115663571	115732450	-0.205721	2	29.0117	0.975867	2.84621	3
Nkain2	chr10	28309751	29604286	0.283344	2	32.457	0.823717	6.55314	7
Micu1	chr10	55485731	56264441	0.229435	2	42.4724	0.973623	2.57178	3
Adamts14	chr10	57193257	58290026	-0.294052	2	28.4827	0.66176	3.53501	4
Tdg	chr10	78965817	79789668	0.42186	2	41.8182	0.991327	1.58145	3
Igf1os	chr10	84208795	84511040	-0.330096	2	19.1977	0.885812	3.60698	4
Tph2	chr10	111406237	111562696	-0.222452	1	20.7082	0.728143	2.90751	3
Lgr5	chr10	111681353	112034637	-0.236612	2	20.998	0.782999	2.86633	3
Cnrip1	chr11	13749007	13991369	-0.611017	1	20.7967	0.33044	2.76595	3
Rtn4	chr11	26329518	27144249	0.227667	2	38.5861	0.976019	3.48065	4
Gm12169	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm12170	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
BC053393	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Rpl9-ps2	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Dppa1	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm12171	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm4926	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm12173	chr11	43103006	43288088	0.275424	2	42.3887	0.379901	2.89861	3
Gm12187	chr11	45467174	45939027	0.247352	2	43.1961	0.994715	11.2532	13
Gm12185	chr11	45527281	45663776	0.226772	1	46.0638	0.987179	6.89764	8
Olfr56	chr11	45659566	45939027	0.380892	3	42.9741	0.992815	4.33942	5
Sec24a	chr11	48497560	48809897	0.216501	3	49.0878	0.871013	2.85002	3
Gria1	chr11	53820262	54280673	-0.310422	1	18.2443	0.700548	2.84305	3
Obscn	chr11	55712537	56500703	-0.213729	2	22.3087	0.258837	5.85724	6
Pemt	chr11	56937241	57501379	-0.217579	2	21.604	0.990771	2.57054	3
Ulk2	chr11	58578387	59176464	0.213956	2	27.5771	0.83176	2.86246	3
Myh10	chr11	65818684	66412130	0.260502	3	29.8215	0.980131	2.12866	3
Olfr398	chr11	71038171	71361855	-0.307193	2	32.0798	0.981849	2.88429	3
Asic2	chr11	78020371	80029215	-0.201503	2	34.6363	0.805016	3.21668	4
Krt31	chr11	97509912	97728744	0.238663	2	49.3179	0.853754	2.85851	3
Kcnj16	chr11	108560647	108673665	0.466629	2	40.4907	0.977167	2.71105	3
Hpcal1	chr12	14489892	14654496	-0.320521	2	18.0994	0.929805	2.79111	3
Mboat2	chr12	21679093	22498123	0.30527	3	28.9542	0.992983	2.1579	3
Snx13	chr12	31763154	32174465	0.330633	2	29.5036	0.81331	2.60951	3
Agmo	chr12	33928031	34302042	0.323859	2	23.9204	0.879833	4.4564	5
Zfp277	chr12	36942380	37972716	-0.390879	2	17.4254	0.978568	2.81098	3
Immp2l	chr12	37859219	38615505	-0.293864	1	18.8304	0.00126322	8.59726	9
Nubpl	chr12	48421612	49495579	0.22659	2	23.1154	0.980131	2.50657	3
Srp54c	chr12	51466732	51515818	-0.360975	1	15.1158	0.962964	3.95035	5
Fam177a	chr12	51544043	52237020	-0.369004	1	17.4123	0.811122	3.58224	4
Lrfn5	chr12	57727665	58171635	-0.257828	1	16.6507	0.687577	4.64794	5
Fut8	chr12	73189252	73516075	0.22842	3	24.3027	0.802173	2.88866	3
Samd15	chr12	83185909	83333113	0.293814	2	32.1515	0.992815	2.67101	3
Ifi27l2b	chr12	99359570	99552530	-0.232195	2	20.6505	0.988331	3.82568	4
Gm8895	chr12	99662411	99915056	-0.2984	1	15.1399	0.992983	5.13066	10
Serpina5	chr12	100051415	100243079	0.262842	2	34.0066	0.894506	2.87462	4
Tcl1b2	chr12	101249558	101461620	-0.223681	2	21.2619	0.729204	4.40103	5
Tunar	chr12	101461630	101879487	-0.251861	2	19.8449	0.894199	2.7592	3
Hsp90aa1	chr12	106965980	107116486	0.285318	5	32.9912	0.899115	1.72802	3
Itgb8	chr12	115666486	115788317	0.200051	2	26.0513	0.99491	2.89594	3
Gpr137b-ps	chr13	9645567	9652133	-0.478384	1	23.8155	0.957412	2.4469	3
Nid1	chr13	9735081	10144828	-0.203764	2	31.5023	0.79089	2.95277	3
Trgc3	chr13	15450383	15452453	-0.357615	1	22.3686	0.999124	2.08672	3
Tubb2b	chr13	30396728	30998298	0.382418	3	28.2073	0.987179	2.34122	3
Cks2	chr13	48053685	48810295	0.5689	2	51.5967	0.99684	3.33719	4
Gm2762	chr13	49842008	50439880	-0.377907	1	31.0377	0.938328	2.28033	3
Cdhr2	chr13	51085860	51257628	-0.256215	2	39.0147	0.656557	2.78688	3
Eif4e1b	chr13	51179814	51666128	-0.260851	1	37.8717	0.733963	2.7787	3
Gm5141	chr13	59391132	59440279	0.459632	3	59.187	0.979013	2.24243	3
Cntnap3	chr13	61314513	61954187	-0.298005	1	29.6972	0.866127	2.28484	3
Gm28041	chr13	63949653	63973351	0.268211	4	56.1163	0.970469	2.27574	3
Zfp456	chr13	63949653	63973351	0.268211	4	56.1163	0.970469	2.27574	3
Tent4a	chr13	66026431	66689488	0.250174	2	41.4703	0.836308	2.71908	3
Slf1	chr13	73687115	73931917	-0.208778	2	26.6696	0.689556	2.90668	3
2210408I21Rik	chr13	73794297	74358553	-0.218095	2	26.36	0.869426	4.84614	5
Gm5096	chr13	90016634	90155240	-0.249605	1	27.9416	0.997309	2.82385	3
Dmgdh	chr13	90040091	90172234	-0.278747	2	28.5596	0.602581	2.68471	3
Fcho2	chr13	95166503	95271347	0.373969	2	33.6588	0.992967	2.69118	3
Thrb	chr14	9851379	10216156	0.235673	3	34.7981	0.798756	3.8275	4
Ube2e2	chr14	10592349	11285940	-0.238754	2	28.2449	0.979013	3.90336	4
Vcl	chr14	13120036	13380057	0.202627	3	35.3987	0.910331	3.85476	4
4933413J09Rik	chr14	18635727	19800212	0.241617	3	36.2132	0.766814	2.88314	3
Slmapos2	chr14	18635727	19800212	0.241617	3	36.2132	0.766814	2.88314	3
Mat1a	chr14	33248635	34315468	-0.222351	2	28.919	0.957494	2.154	3
Gm16976	chr14	37030895	37524401	0.426412	3	44.0281	0.995969	2.24824	3
Armh4	chr14	41696676	42004418	-0.217854	2	28.4263	0.839863	3.88501	4
Trav8n-2	chr14	45532731	45539767	0.549231	3	70.4317	0.937759	2.38239	3
Trav8d-2	chr14	45532731	45539767	0.549231	3	70.4317	0.937759	2.38239	3
Trav8-2	chr14	45532731	45539767	0.549231	3	70.4317	0.937759	2.38239	3
Phf11d	chr14	51532597	51656388	-0.206721	1	34.8488	0.974018	3.9393	5
Tnfrsf10b	chr14	61845888	61918713	0.278642	3	38.3705	0.507653	2.87788	3
Gm15574	chr14	61845888	61918713	0.278642	3	38.3705	0.507653	2.87788	3
Lrch1	chr14	66542214	67355683	-0.340852	2	26.6287	0.956205	2.88358	3
Klhl1	chr14	88017846	88362943	0.441642	5	29.0592	0.563862	2.69303	3
Dach1	chr14	89490908	90428757	0.358689	2	31.5859	0.967886	2.70805	3
Ednrb	chr14	95386174	95559698	-0.243289	2	25.8482	0.772951	2.78635	3
Clybl	chr14	113740676	113908819	-0.209692	1	30.7235	0.933905	2.91086	3
Ctnnd2	chr15	26635349	27457829	-0.223196	2	46.0154	0.93439	4.86435	5
Sdc2	chr15	29181868	29523274	-0.249431	1	34.4688	0.803871	2.6625	3
Stk3	chr15	31386028	31698385	0.273251	3	41.3289	0.978674	2.74898	3
Gsdmcl1	chr15	59699959	59787610	-0.282327	3	33.8536	0.999681	6.95102	11
Gsdmcl-ps	chr15	59699959	60408003	-0.219961	3	37.225	0.999681	8.37487	13
1700065I16Rik	chr15	59699959	59731948	-0.252039	3	34.7146	0.999681	3.86854	6
Apol7a	chr15	73279722	73312043	0.224954	3	49.0464	0.915043	2.84779	3
Apol7c	chr15	73279722	73333099	0.239043	3	49.0715	0.915043	4.66721	5
Apol7b	chr15	73291955	73350684	0.28462	3	50.4244	0.978568	5.63181	6
Krt86	chr15	97837306	98001044	0.330728	4	30.9241	0.852923	2.57454	3
Rbfox1	chr16	3542661	4175569	0.38232	2	31.2827	0.857335	2.75234	3
Txnrd2	chr16	14776613	15111641	-0.262303	2	28.3536	0.761639	2.16687	3
MGP_FVBNJ_G0036178	chr16	17378073	17448173	0.243184	3	35.4662	0.921165	2.80761	3
Teddm3	chr16	17378073	17448173	0.243184	3	35.4662	0.921165	2.80761	3
