gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Mfn2	chr4	144459270	144788431	-0.356458	2	24.5	0.999675	3.64835	4
Draxin	chr4	144494467	145151003	-0.222464	2	27.2312	0.0415321	2.98463	3
Dffa	chr4	145738807	146082096	-0.324991	2	23.7628	0.804242	2.89009	3
Ube4b	chr4	145779300	146433654	-0.304192	2	24.2427	0.33672	2.89469	3
Camta1	chr4	147618542	148916139	-0.22542	2	26.6926	0.000184833	2.95991	3
Espn	chr4	148596666	148997428	-0.220423	2	26.769	0.41508	2.95544	3
Acot7	chr4	148919644	149613661	-0.226512	2	27.087	0.522541	2.98036	3
Yes1	chr5	29320132	30544228	0.262586	3	28.2409	0.944376	2.82488	3
Poln	chr5	30821786	32324284	0.566264	5	25.5604	0.163101	2.8018	3
Ldb2	chr5	41094641	41537749	-0.283589	2	19.3904	0.967107	3.89985	4
Tent2-ps1	chr5	51927159	52320702	-0.323486	2	16.4301	0.781137	2.9051	3
Corin	chr5	68650672	69026337	-0.305293	2	20.1079	0.954967	2.81252	3
Adgrl3	chr5	77690761	78826087	0.291092	3	23.2128	0.979151	3.88828	4
Gnrhr	chr5	82387929	82641248	-0.203974	2	19.8554	0.983948	2.96013	3
Csn1s2b	chr5	84230058	84478320	0.489419	3	25.6018	0.457013	3.65023	4
Cfap299	chr5	95005751	95562203	0.294298	1	23.0626	0.916983	3.53418	4
Gm42933	chr5	98851500	99072781	0.299925	3	27.2154	0.669743	2.92556	3
C130026L21Rik	chr5	107936794	108985959	-0.224138	2	20.1895	0.457013	2.96492	3
Taok3	chr5	113978674	114438284	-0.228412	2	19.5494	0.865246	2.93788	3
Ksr2	chr5	114445384	115732602	-0.298122	2	18.2713	0.763318	3.84267	4
Vps33a	chr5	121047967	121564444	0.218016	4	21.8487	0.457013	2.86568	3
Mmd2	chr5	140245245	140746713	0.21599	3	50.0023	0.158899	2.98296	3
Wipi2	chr5	140468963	141090736	0.217477	3	50.523	0.70618	2.97952	3
4930528H21Rik	chr6	756811	1551487	-0.262499	1	20.7735	0.907484	2.90013	3
Foxp2	chr6	11486863	12010680	0.283408	4	24.3411	0.625506	2.87295	3
Gm15581	chr6	13648109	14545723	0.569707	4	26.3891	0.619051	2.76714	3
Gm14546	chr6	30334229	31837324	0.221152	2	24.4127	0.916983	2.8197	3
Cntnap2	chr6	41825589	45159914	0.327477	3	25.144	0.800117	3.77864	4
Abcg2	chr6	54711747	56226754	-0.206233	3	23.4228	0.671955	4.75789	5
Ccser1	chr6	57701454	58915423	0.374773	3	29.8816	0.933266	3.79063	4
Grid2	chr6	60128977	61152553	-0.288301	2	23.4788	0.915492	2.90379	3
Rpl18a-ps2	chr6	63954249	64466967	0.262193	1	23.9201	0.992945	4.48099	5
Rpl18a-ps3	chr6	64115442	64466967	0.436864	1	25.0653	0.916983	3.5569	4
Igkv8-27	chr6	66667354	68246232	0.573106	3	37.9328	0.867264	2.76056	3
Suclg2	chr6	91933658	92724237	-0.252015	1	34.4374	0.883835	2.93885	3
Klrk1	chr6	125885881	126458588	0.389531	2	37.6351	0.960139	2.62561	3
Klra10	chr6	126457814	127030551	0.313708	3	34.1032	0.932261	3.70557	4
Caprin2	chr6	144850304	145401837	-0.521095	2	22.2205	0.655651	2.55272	3
Psg23	chr7	15777428	16213378	0.318737	4	18.8761	0.703259	4.2794	5
Ceacam20	chr7	17462620	17994468	0.444571	3	22.3396	0.991849	2.60423	3
Ceacam1	chr7	23230496	24148053	0.469596	4	23.6006	0.587275	4.71735	5
Cyp2a4	chr7	24178342	24704345	0.534456	3	25.2627	0.683863	2.82785	3
Zfp568	chr7	28009386	28632842	-0.209479	2	26.6899	0.871719	2.97312	3
Ftl1	chr7	44293782	45021220	0.447993	4	36.8414	0.980725	2.68413	3
Luzp2	chr7	53886347	55344532	0.202556	4	22.4687	0.107248	2.91293	3
Adamtsl3	chr7	80734276	81962418	0.263927	2	27.0291	0.776438	2.80078	3
Vmn2r67	chr7	83619877	84196762	-0.2682	0	17.4264	0.871719	2.6256	3
Usp17le	chr7	103150963	103400358	-0.274237	3	17.6053	0.958255	3.56176	4
Usp17lc	chr7	103234496	103400358	-0.530413	1	14.6069	0.974114	2.64034	3
Ppfia1	chr7	142796271	144163564	-0.364417	2	21.2642	0.475528	2.99167	3
Mrgprd	chr7	144164101	144302739	-0.460421	1	18.0788	0.000351403	2.93725	3
Unc5d	chr8	25590216	26564977	-0.200477	2	16.8097	0.532141	3.96718	4
Tenm3	chr8	44452217	45601443	-0.225541	2	17.0815	0.92563	4.89249	5
A330008L17Rik	chr8	95070476	96119227	0.226709	2	18.8667	0.977911	3.84374	4
Pkd1l2	chr8	113425059	113781415	-0.220893	1	18.518	0.916983	2.94897	3
Gucy1a2	chr9	195802	932162	-0.515647	2	19.8495	0.967508	2.53932	3
Arhgap42	chr9	5720118	7240561	0.389578	2	26.5642	0.973268	2.84615	3
Hspa8	chr9	36646783	37480813	-0.229157	2	25.3007	0.101331	2.96053	3
Cadm1	chr9	44340607	45592637	0.260686	5	30.2299	0.546734	2.77746	3
Gsta2	chr9	74872793	74945184	-0.772754	0	11.296	0.606214	3.72271	7
Gsta1	chr9	74971204	75041617	-0.46739	0	14.6075	0.986476	2.17781	3
Gsta5	chr9	74971204	75041617	-0.46739	0	14.6075	0.986476	2.17781	3
Fbxw14	chr9	105605749	106015104	-0.714461	0	9.34974	0.977095	1.9577	3
Slc22a14	chr9	115699270	116730406	0.449523	4	31.2589	0.889134	2.63563	3
Zbtb2	chr10	1097087	1312527	-0.3437	2	21.8747	0.946542	2.70379	3
Rmnd1	chr10	1263706	1654303	-0.272692	2	23.2564	0.821615	3.70446	4
Nkain2	chr10	28436333	29700010	0.603276	3	26.9874	0.961109	3.39226	4
Pdss2	chr10	40005495	41815887	0.307735	3	32.0254	0.971658	2.77529	3
Sim1	chr10	47293851	47489483	-0.214513	2	22.1045	0.396424	2.96211	3
Herc4	chr10	59146854	59515718	-0.503914	2	20.2936	0.540997	2.87843	3
Ipmk	chr10	67359859	67627382	-0.297526	2	22.933	0.946856	2.91248	3
Specc1l	chr10	70779809	71648236	-0.319559	2	24.027	0.53366	2.87752	3
Mgat4c	chr10	98222591	99159476	0.51121	5	18.3349	0.613884	4.59004	5
Tmtc2	chr10	101562545	102093938	-0.485262	0	14.6052	0.176052	2.82607	3
Ppfia2	chr10	102803902	103228137	0.445792	2	17.7553	0.987354	3.7991	4
Acss3	chr10	103221730	104261963	0.35189	3	19.9125	0.974114	4.73935	5
R3hdm2	chr10	123700400	124193718	-0.257851	2	17.5733	0.980001	2.89445	3
Ehbp1	chr11	18852091	19830976	0.357841	3	28.2716	0.861153	2.78879	3
Aff4	chr11	50099789	50771924	0.220296	3	27.2079	0.751314	4.80424	5
Sap30l	chr11	54368199	55247872	-0.208476	2	20.9007	0.879297	2.95037	3
Tmem132e	chr11	79274366	79769216	-0.200163	2	38.7123	0.436352	2.97886	3
Rad51d	chr11	79804859	80132969	-0.20064	2	39.6262	0.602365	2.96442	3
Fndc8	chr11	80029225	80164470	-0.238481	1	37.0228	0.940715	2.94318	3
Stat5b	chr11	97946693	99110656	-0.216769	2	38.3243	0.984419	2.98095	3
Gm11735	chr11	114535111	115804737	0.501261	3	69.4234	0.92563	2.6566	3
Odc1	chr12	14243687	15673956	-0.30428	1	16.7648	0.789966	2.89382	3
Slc25a21	chr12	53176834	53744571	0.391827	5	18.8181	0.793456	2.69504	3
Gphn	chr12	73960646	74835752	0.407524	2	25.312	0.946856	2.60152	3
Galc	chr12	93837005	94144166	-0.35635	2	14.9151	0.840563	2.82806	3
Gm17042	chr12	99671277	99800565	-0.879177	1	9.15973	0.54353	2.42462	3
Gm8895	chr12	99671277	101329267	-0.933391	1	8.84465	0.54353	3.88729	5
Meg3	chr12	105520727	106302293	-0.260149	2	17.4779	0.957318	2.90588	3
Ptprn2	chr12	113032587	114267237	-0.243542	1	20.5051	0.132834	6.95156	7
Rapgef5	chr12	113978825	114598426	-0.233955	2	20.6027	0.465918	2.98457	3
Dnah11	chr12	114305637	115397555	-0.285692	2	19.5861	0.0824164	3.98197	4
Adarb2	chr13	4750660	5249837	-0.333511	2	21.6222	0.852845	2.84916	3
Amph	chr13	14870833	15389863	-0.266286	2	23.494	0.54353	2.89113	3
Trgc3	chr13	15402108	15454064	-0.614835	1	14.8022	0.875702	2.74367	3
Diras2	chr13	48935892	50941976	-0.333003	1	24.9834	0.478305	2.91582	3
Zfp85os	chr13	63951865	64846993	-0.565452	1	17.2608	0.933266	2.73892	3
Edil3	chr13	85284144	85749456	0.259942	2	28.4968	0.946856	3.89961	4
Gm4117	chr13	86175566	86686037	0.346496	3	31.5233	0.960717	2.85374	3
Xrcc4	chr13	86291795	87025956	0.210077	3	29.9774	0.79419	2.95413	3
Fhit	chr14	2362354	6586653	0.354593	1	20.9354	1.23699e-05	2.80492	3
Chat	chr14	24456068	25498017	-0.263852	2	22.0079	0.967357	2.91428	3
Arhgap22	chr14	25468134	25787081	-0.298147	1	21.3463	0.933417	2.90384	3
A630023A22Rik	chr14	26257253	26621866	-0.23527	2	22.2622	0.999193	2.92354	3
Olfr742	chr14	42631338	42667410	0.313999	3	20.5274	0.720562	2.81889	3
Trav7d-4	chr14	44876034	44965837	0.814607	0	33.2508	0.921877	1.74278	3
Diaph3	chr14	78647857	79349046	-0.201642	1	21.8435	0.991021	3.94442	4
Pcdh9	chr14	84778411	85977327	0.210407	2	21.8684	0.928314	3.69264	4
Klhl1	chr14	87955540	88346818	0.384515	3	29.4828	0.949421	2.31514	3
Gpc5	chr14	106415662	109571329	-0.207876	2	20.8804	0.92972	7.92951	8
Hs6st3	chr14	110513296	113106651	-0.245871	2	21.3597	0.875045	6.02513	7
4921515E04Rik	chr15	14643859	14998452	0.456884	3	27.5543	0.975641	2.76926	3
Cdh12	chr15	17627118	18269547	0.739636	4	28.9836	0.747587	2.69139	3
Rgs22	chr15	32292597	34908857	-0.219853	2	27.4907	0.985735	3.88028	4
Has2os	chr15	52625544	53714452	0.205889	3	33.4446	0.983948	3.90122	4
Gsdmcl1	chr15	59699595	59781806	-0.755444	1	17.6587	0.420666	2.28886	3
Gsdmcl-ps	chr15	59699595	61009001	-0.342528	1	20.2244	0.420666	3.22063	4
1700065I16Rik	chr15	59699595	59781806	-0.755444	1	17.6587	0.420666	2.28886	3
Apol7b	chr15	73285300	73363040	0.362706	3	41.2394	0.953797	3.82017	4
Cyp2d10	chr15	78525529	78579248	-0.773112	0	18.4333	0.522541	2.19491	3
Cyp2d9	chr15	78525529	78579248	-0.773112	0	18.4333	0.522541	2.19491	3
Cyp2d34	chr15	78525529	78579248	-0.773112	0	18.4333	0.522541	2.19491	3
Tafa5	chr15	83767605	84823150	-0.203708	2	27.855	0.965426	2.96402	3
Stxbp5l	chr16	33583785	35355369	-0.238381	2	16.0885	0.843602	2.90645	3
Dzip3	chr16	45304365	47015336	0.283014	3	18.215	0.66175	3.87966	4
Col8a1	chr16	53866943	54515699	-0.204339	2	9.83356	0.805644	2.97521	3
Zfp654	chr16	60838624	61120165	-0.255362	2	9.59218	0.522541	2.97298	3
Htr1f	chr16	61069669	61276887	-0.293114	2	9.06364	0.52433	2.93247	3
Samsn1	chr16	71718200	72136783	-0.205958	2	10.0694	0.967357	2.96796	3
Tmprss15	chr16	74838649	75283292	0.53921	5	15.0816	0.540997	3.67511	4
4930506C21Rik	chr17	5354014	5423278	-0.289462	1	26.0224	0.30299	2.94014	3
Sft2d1	chr17	5392743	6518397	-0.249346	1	26.4458	0.888566	3.9371	4
Prkn	chr17	6987316	9295534	-0.271665	2	26.4781	7.06454e-05	7.95741	8
Map3k4	chr17	9299043	9618440	-0.259214	1	28.5971	0.359551	2.97456	3
Acat2	chr17	10016269	10111784	-0.349295	1	24.5782	0.902688	2.84247	3
Sod2	chr17	10111571	11007806	-0.288143	1	25.7874	0.953797	5.90367	8
Gm16050	chr17	10445222	10896026	-0.201648	3	28.4112	0.978543	2.51944	4
Afdn	chr17	10770134	11067725	-0.362808	2	24.4679	0.263898	2.86893	3
Vmn2r127	chr17	15716455	16956356	-0.236424	2	21.0791	0.831205	3.9293	4
Zfp758	chr17	19474219	20257725	-0.538091	1	17.717	0.860083	5.94008	7
Zfp943	chr17	19474219	19620915	-0.680762	1	15.9982	0.860083	3.9855	5
Vmn2r130	chr17	20561208	20582403	0.492642	3	25.6357	0.883774	2.7426	3
Glo1	chr17	28425130	29352534	-0.328547	2	22.2808	0.917865	2.78218	3
Pde9a	chr17	28513264	29661726	-0.353615	2	21.6416	0.182986	2.77104	3
Gm20530	chr17	31918064	34305660	-0.214095	2	24.938	0.985735	12.3643	13
2410017I17Rik	chr17	34168588	34512897	-0.332484	2	22.0788	0.522541	2.82815	3
Gm8815	chr17	34168588	34512897	-0.332484	2	22.0788	0.522541	2.82815	3
Gm17782	chr17	34168588	34512897	-0.332484	2	22.0788	0.522541	2.82815	3
Kif6	chr17	47886098	48724170	-0.220148	2	25.5563	0.857439	2.97925	3
Srbd1	chr17	84241147	84563473	-0.260144	2	10.3219	0.070115	2.9749	3
Prkce	chr17	84542838	85480237	-0.287003	1	10.3649	0.508521	3.97613	4
Stpg4	chr17	85490156	86077575	-0.247712	1	10.5923	0.0138599	2.98007	3
Gm28676	chr17	85807309	86272336	-0.238879	2	10.4566	0.535013	2.97679	3
Foxn2	chr17	86754633	87120501	-0.286156	1	9.84329	0.382448	2.97825	3
Ston1	chr17	86932874	87166385	-0.276307	1	9.84136	0.0205299	2.97801	3
Gtf2a1l	chr17	87063218	87306431	-0.284747	1	9.58421	0.294097	2.97564	3
Fshr	chr17	87306441	87954339	-0.217477	2	9.71957	0.771914	2.97035	3
Dsg1c	chr18	16832820	16902958	0.590982	3	28.6948	0.871719	2.74538	3
Trpm3	chr19	18823813	20339021	0.470647	2	25.7975	0.924468	3.77048	4
Lipo1	chr19	30575833	31354819	0.311633	3	20.6455	0.569839	2.8809	3
Gm8980	chr19	30575833	31354819	0.311633	3	20.6455	0.569839	2.8809	3
Lipo5	chr19	30575833	31354819	0.311633	3	20.6455	0.569839	2.8809	3
Shroom4	chrX	1029229	1777873	0.304331	3	31.4474	0.64304	2.85172	3
Pim2	chrX	2449666	3291367	0.338794	4	39.9604	0.902688	2.72738	3
Cask	chrX	8209390	8576273	0.447296	3	26.0189	0.945366	3.7172	4
Kdm6a	chrX	12926099	13057260	0.203669	3	22.4197	0.693842	3.75413	4
Rhox3e	chrX	32076833	32179337	0.204488	1	27.8082	0.852362	5.21938	6
Stag2	chrX	36618913	36954916	-0.226031	2	24.0012	0.784777	2.95615	3
Tenm1	chrX	37041319	38038575	0.323695	2	24.4677	0.953797	7.55128	8
4930515L19Rik	chrX	40827734	41007658	-0.307796	1	21.0961	0.655651	2.91706	3
Gm29242	chrX	41289417	41448981	-0.377283	1	20.3196	0.78066	3.84816	4
Elf4	chrX	42877398	43215761	-0.38281	1	13.6453	2.93336e-06	2.93671	3
Slc25a14	chrX	43211488	43362653	-0.298521	1	9.35818	0.967592	2.92173	3
Enox2	chrX	43678416	43994611	0.325446	3	15.1773	0.846269	5.67157	6
Hs6st2	chrX	45924370	46485704	-0.230796	2	10.0364	0.790842	5.91447	6
Phf6	chrX	47414957	48018262	-0.277374	1	9.63905	0.954967	2.92107	3
Smim10l2a	chrX	50996106	51167806	-0.24779	2	10.1382	0.707738	2.96336	3
Ints6l	chrX	51100412	51376687	-0.247579	1	10.3182	0.626683	2.9735	3
Slc9a6	chrX	51167816	51493909	-0.204607	2	10.6761	0.460562	2.97985	3
Map7d3	chrX	51377335	51524926	-0.284897	2	9.37362	0.896776	2.88345	3
Adgrg4	chrX	51567010	51801564	-0.333078	1	8.96591	0.55668	2.94048	3
Tm9sf5	chrX	52121416	52262716	-0.267881	2	8.99216	0.885295	2.93533	3
Fgf13	chrX	53652072	54296689	-0.226594	2	9.52154	0.561598	7.91244	8
Aff2	chrX	64062176	64681467	-0.203288	2	9.47042	0.781256	3.96593	4
Cd99l2	chrX	66115485	66328047	-0.28735	2	9.69158	0.928314	2.90655	3
Flna	chrX	69006012	69165414	-0.236432	2	10.806	0.78066	2.95148	3
Xlr4b	chrX	69552757	69562906	0.379308	4	10.8656	0.879297	2.33851	3
Xlr4a	chrX	69552757	69562906	0.379308	4	10.8656	0.879297	2.33851	3
Xlr4c	chrX	69552757	69562906	0.379308	4	10.8656	0.879297	2.33851	3
F8	chrX	70016534	70275181	0.371306	4	17.4322	0.892168	7.49018	9
Gm15385	chrX	70318185	70345322	0.281318	4	15.2338	0.642365	2.78485	3
Pls3	chrX	70580825	70738054	-0.305494	2	9.08427	0.804973	4.88094	5
5430402E10Rik	chrX	72672820	72691412	-0.272806	1	7.7884	0.99127	2.57066	3
Gm14744	chrX	72672820	72691412	-0.272806	1	7.7884	0.99127	2.57066	3
Gm14750	chrX	72672820	72691412	-0.272806	1	7.7884	0.99127	2.57066	3
Prrg1	chrX	73277357	73423054	-0.433668	1	7.54113	0.97338	2.71783	3
Cfap47	chrX	74132341	74422560	0.413765	3	13.5106	0.946894	11.8958	13
Dmd	chrX	77968679	80233157	0.449016	3	12.406	0.949421	45.2736	50
Gk	chrX	80705760	80828566	0.33214	9	15.8672	0.581174	2.36092	3
Mageb4	chrX	81248413	81304907	-0.455099	1	8.60581	0.436352	2.88931	3
Il1rapl1	chrX	81692618	83272125	0.271519	2	11.3946	0.842387	25.4279	28
Zc3h12b	chrX	90893275	91085280	0.2193	1	16.6732	0.965493	3.47579	4
Eda2r	chrX	92466988	92602140	-0.267471	1	9.11249	0.99127	2.93139	3
Tex11	chrX	95690211	96212481	0.409835	2	11.5057	0.471385	2.68062	3
Taf1	chrX	96622459	96824654	-0.258487	2	10.2271	0.809276	3.86914	4
Slc16a2	chrX	98821467	99032065	-0.264657	1	10.1291	0.0110366	2.97416	3
Uprt	chrX	99606029	99776399	-0.242314	1	9.81434	0.324183	2.97201	3
Pbdc1	chrX	100183257	100323933	-0.214925	2	9.80284	0.901923	2.95256	3
5330434G04Rik	chrX	100482382	100765116	-0.228931	2	9.46363	0.846834	2.95267	3
Atrx	chrX	100889725	101298261	-0.277174	2	9.55784	0.916983	2.92641	3
Pgk1	chrX	101310552	101399673	-0.262445	2	9.66277	0.957318	2.87193	3
Gm6325	chrX	101607487	101706944	-0.313193	1	9.07005	0.967357	5.58106	6
Fndc3c1	chrX	101624143	101735948	-0.234314	1	9.92787	0.871719	3.67093	4
Gm5127	chrX	101910755	102019123	0.300502	5	14.8508	0.987354	2.44327	3
Zfp711	chrX	107741802	107810220	0.274446	2	10.4091	0.987354	4.82114	5
Pof1b	chrX	107778616	107883006	0.555437	3	13.3607	0.871393	3.62887	4
Dach2	chrX	108559852	109045983	0.267459	1	10.6992	0.396424	12.6272	14
Klhl4	chrX	109687611	109792580	0.469475	3	11.1835	0.895877	3.79312	4
Pcdh11x	chrX	115421029	116153445	0.280089	1	11.0469	0.953303	27.7949	30
Gm382	chrX	122198313	122323157	-0.202033	6	9.88487	0.967357	2.01746	3
Mdm4-ps	chrX	123458097	123534606	0.357349	3	18.2977	0.817843	3.31643	4
Diaph2	chrX	125055685	125738100	0.435869	3	12.2961	0.883774	6.42348	7
Gm6215	chrX	130668186	130673762	-0.935639	1	4.22971	0.916983	2.55573	3
Gm7905	chrX	130668186	130673762	-0.935639	1	4.22971	0.916983	2.55573	3
Kir3dl1	chrX	131807820	131838387	-0.28973	3	8.01859	0.835607	3.39309	4
Tmsb15l	chrX	132295169	132435111	-0.286892	1	7.41967	0.359773	2.78041	3
Mid2	chrX	135903301	136081507	0.279888	2	13.634	0.865734	4.65319	5
Col4a6	chrX	136345661	136728941	0.317898	2	12.2582	0.67955	2.79796	3
Col4a5	chrX	136728205	136885503	0.371318	4	12.4201	0.871393	4.53861	5
Trpc5os	chrX	139522868	139760686	-0.24893	1	9.30744	0.369704	2.9499	3
Htr2c	chrX	142105422	142450431	0.290309	1	10.1593	0.688112	5.69819	6
Tmem29	chrX	145575999	145684385	0.249353	2	14.2805	0.98229	2.90468	3
Pfkfb1	chrX	145722235	145884100	-0.208983	2	10.0248	0.611161	2.95291	3
A230072E10Rik	chrX	146414942	146647332	-0.223998	2	9.74661	0.977095	2.95217	3
3010001F23Rik	chrX	147483322	147799695	0.426474	2	14.2051	0.734655	2.82986	3
Klf8	chrX	148376755	148650611	-0.331352	2	9.2981	0.728813	2.8718	3
Gm8577	chrX	149999861	150160988	-0.34874	1	8.56846	0.929925	3.82002	4
Cldn34b1	chrX	150145292	150551918	-0.211595	1	9.41716	0.886869	7.78055	9
Gm15155	chrX	150916003	151637312	0.278882	4	12.5746	0.871719	10.6109	12
Phex	chrX	152457318	152791401	-0.321935	2	8.92021	0.843046	3.88179	4
Gm15169	chrX	153018511	153142156	0.325977	2	13.2134	0.838302	2.79967	3
Cnksr2	chrX	153141895	153492838	0.446698	4	11.4002	0.840199	7.50428	8
Rps6ka3	chrX	154519074	154667313	0.51622	2	12.9811	0.995052	2.77998	3
Map3k15	chrX	155100073	155484177	0.495991	2	15.147	0.674068	4.52013	5
Ctps2	chrX	158171682	158451270	-0.221003	1	9.9315	0.983948	3.92162	4
