gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Kirrel	chr3	81963445	82174801	0.593057	3	34.6502	4.4471e-06	3.85711	4
Gon4l	chr3	83758586	84100079	-0.362789	1	16.1817	0.838799	2.91636	3
Selenbp2	chr3	89802099	90468742	-0.614605	1	12.8732	0.834393	2.71917	3
Zfp697	chr3	93453663	93548321	-0.434624	2	15.8047	0.6701	2.7027	3
Alg14	chr3	116116184	116679093	-0.376163	1	22.2697	0.28278	2.97469	3
Alpk1	chr3	122531402	122987864	-0.30831	2	23.432	0.51507	2.98059	3
Ddah1	chr3	140291726	141057681	-0.296964	2	17.647	0.92599	2.87012	3
Cibar1	chr4	8404273	8574571	0.337163	3	28.8344	0.767496	2.84174	3
Ptprd	chr4	71725831	77644911	0.5683	4	22.8157	0.960663	4.44375	5
Agbl4	chr4	105991216	107664588	-0.345062	2	15.5134	0.927043	4.67516	5
Bend5	chr4	106506135	107664588	-0.431608	2	15.0068	0.642504	2.70216	3
9130410C08Rik	chr4	110202947	110956202	-0.217359	2	18.7559	0.240235	2.98431	3
Zfp978	chr4	143062241	143322895	-0.522192	1	18.4863	0.957548	2.77361	3
Adgrl3	chr5	77690761	79241874	0.356889	3	26.4907	0.979685	2.91011	3
Gbp8	chr5	101710518	106967873	0.339851	3	34.0846	0.908465	2.73262	3
Clip2	chr5	130361399	135262516	-0.428879	2	36.6365	0.915034	13.6039	14
Gtf2i	chr5	131565942	132050221	-0.26827	1	41.5027	5.41441e-05	2.97789	3
Gtf2ird1	chr5	131847830	132102861	-0.259557	2	41.1647	0.91838	2.96873	3
Igkv8-27	chr6	66667354	66832465	0.505754	3	36.4897	0.610889	3.79826	4
Chl1	chr6	99897289	100726556	0.391812	3	34.662	0.969079	2.87033	3
Aurkc	chr7	8153746	8481173	0.683743	4	25.6482	0.908465	1.76901	3
Lypd11	chr7	22416335	22487261	-0.321778	1	15.5045	0.206116	2.81983	3
Cyp2a4	chr7	24183981	24704345	0.559166	3	23.0518	0.927466	2.79604	3
Ffar1	chr7	28861948	29934035	-0.331162	2	21.9134	0.969079	2.90361	3
Olfr643	chr7	102445421	103136523	-0.236254	2	23.0305	0.788673	3.96434	4
Usp17le	chr7	103224783	103483597	-0.292427	1	21.5065	0.908465	2.91396	3
Gvin-ps6	chr7	104973038	105174204	-0.312449	1	21.1976	0.911116	2.92007	3
Gvin-ps7	chr7	104973038	105174204	-0.312449	1	21.1976	0.911116	2.92007	3
Gvin2	chr7	104973038	105174204	-0.312449	1	21.1976	0.911116	2.92007	3
BB014433	chr8	11797056	12253336	-0.353756	2	23.7739	0.888848	2.8967	3
Myo9b	chr8	67558865	68035124	-0.283962	1	17.4058	0.927466	2.93458	3
A330008L17Rik	chr8	95727415	100462699	0.345435	3	22.6917	0.857824	2.86524	3
Pkd1l2	chr8	113425059	113580904	-0.455841	1	14.8596	0.960663	2.8736	3
Bco1	chr8	113580583	113952643	-0.346008	1	16.8141	0.650398	2.91104	3
Ubash3b	chr9	37204087	40559093	-0.200653	2	27.0698	0.0636388	2.98894	3
Dock3	chr9	103256037	104890148	-0.397464	1	16.0128	0.441968	2.88359	3
Lrrc2	chr9	107161195	108740244	-0.336463	2	15.6997	0.986377	2.91077	3
Rbms3	chr9	113102397	115733895	0.407166	3	25.5715	0.375987	2.90774	3
Pdss2	chr10	40005495	42859983	0.204397	4	32.3911	0.482246	2.89869	3
Grik2	chr10	45560259	46464799	0.276598	3	25.6895	0.612319	3.86818	4
Sim1	chr10	47293851	47544760	-0.206409	2	23.6216	0.927466	2.97028	3
Rufy2	chr10	59004386	59366140	-0.221921	1	25.4101	0.200075	2.98096	3
Herc4	chr10	59146854	59515718	-0.376145	2	21.8752	0.42118	2.89665	3
Gucd1	chr10	71397185	71891428	-0.327346	2	24.1227	0.937716	2.88161	3
1700113H08Rik	chr10	83260798	86034242	0.385169	2	25.5644	0.548278	2.88258	3
Ppfia2	chr10	102920389	103228137	0.744247	5	22.0515	0.0170084	2.83937	3
Acss3	chr10	103221730	103849587	0.409413	3	23.0813	0.786549	2.90833	3
Ehbp1	chr11	18944371	23694977	0.36959	3	37.6889	0.888848	2.80326	3
Tcl1b2	chr12	101294261	102166632	-0.213539	3	16.9546	0.904515	2.80466	3
Ppp1r13b	chr12	108185683	109117274	-0.256858	1	21.8659	0.808042	2.96128	3
Ptprn2	chr12	113032587	114267237	-0.238925	1	21.2149	0.0400088	5.96749	6
Dnah11	chr12	114305637	115397555	-0.22228	2	21.0857	0.142417	3.9848	4
Sugct	chr13	13440827	14211659	-0.345919	2	22.3873	0.738726	3.81173	4
Amph	chr13	14870833	15389863	-0.273104	2	24.6097	0.999135	2.90891	3
Sirt5	chr13	39081504	40910225	-0.338014	2	16.384	0.630879	2.89739	3
Edil3	chr13	85284144	86296956	0.308898	2	27.5968	0.890024	3.92456	4
Samd4	chr14	38932908	39454147	-0.212357	2	24.238	0.717851	2.97594	3
Mapk1ip1l	chr14	39107804	39669080	-0.219826	2	24.309	0.27638	2.97637	3
Pcdh9	chr14	84778411	85746323	0.320915	2	26.5556	0.832034	2.85432	3
Hs6st3	chr14	110688580	113106651	-0.665865	0	17.2323	0.294393	2.73553	3
Gsdmcl1	chr15	59697736	63131342	0.240205	3	37.2886	0.865384	2.90583	3
Gsdmcl-ps	chr15	59697736	63131342	0.240205	3	37.2886	0.865384	2.90583	3
Cntn1	chr15	88280560	88930144	0.356661	2	30.6717	0.865384	2.92513	3
Dzip3	chr16	45304365	49072968	0.492719	3	20.2378	0.380736	3.86672	4
Cpox	chr16	54859776	55388096	-0.272458	1	10.0297	0.33101	2.96841	3
Zfp654	chr16	60838624	61120165	-0.283446	2	9.91644	0.337333	2.97599	3
Htr1f	chr16	61069669	61356313	-0.362818	1	8.69818	0.0539342	4.89901	5
Erg	chr16	91098549	92108059	-0.30445	2	17.454	0.748685	3.89567	4
Gm20530	chr17	32209791	35282881	-0.256758	0	26.3054	0.927694	6.61977	7
Kif6	chr17	47886098	48724170	-0.200771	2	26.9386	0.937716	2.98097	3
Srbd1	chr17	84241147	84563473	-0.232192	2	11.124	0.19757	2.97854	3
Prkce	chr17	84542838	85480237	-0.286756	1	10.9994	0.548278	3.97976	4
Stpg4	chr17	85490156	86077575	-0.269692	1	11.0773	0.00720674	2.98219	3
Gm28676	chr17	85807309	86272336	-0.284283	1	10.7757	0.0640187	2.97905	3
Msh6	chr17	86391484	86932365	-0.261409	1	10.407	0.998129	2.97031	3
Foxn2	chr17	86754633	87120501	-0.283454	1	10.4788	0.265921	2.98094	3
Ston1	chr17	86932874	87166385	-0.270149	1	10.5072	0.0189119	2.98138	3
Gtf2a1l	chr17	87063218	87306431	-0.254558	1	10.388	0.240235	2.979	3
Dsg1c	chr18	16832820	17000704	0.493947	3	26.591	0.865384	2.87772	3
Kdm2a	chr19	1162338	1673629	0.206402	3	34.2711	0.154364	3.94613	4
Trpm3	chr19	19088547	21739507	0.287149	3	28.7461	0.927694	2.87973	3
Kdm6a	chrX	12926099	13335951	0.487539	3	31.1999	0.890024	3.7933	4
Klhl13	chrX	17809872	18383135	0.377874	2	29.1199	0.865384	2.74006	3
Tenm1	chrX	37257610	38071201	0.339807	3	29.41	0.984747	5.63803	6
Tm9sf5	chrX	52121144	53498119	-0.22371	1	13.2441	0.892963	2.76642	3
Atp11c	chrX	54999330	55279713	0.301546	2	19.9218	0.773052	2.85627	3
Gm14661	chrX	55243249	55775301	0.53661	3	20.7613	0.683968	3.71617	4
Cfap47	chrX	74134028	74455609	0.409094	1	18.2976	0.978471	5.73864	6
Il1rapl1	chrX	81755151	83207786	0.461266	4	17.0575	0.348956	12.3289	13
Mageb18	chrX	87301483	87790159	0.217224	1	16.0227	0.869087	3.84186	4
Ophn1	chrX	93747218	95100941	0.523972	3	16.6689	0.764025	2.84279	3
Eda	chrX	95100399	95955545	0.614489	3	17.5493	0.927466	3.69984	4
Tex11	chrX	95954475	96470968	0.217705	3	15.1194	0.685019	2.80503	3
Gm9126	chrX	97868675	97950640	0.236373	4	13.7993	0.857732	2.68369	3
Gm9119	chrX	97868675	97950640	0.236373	4	13.7993	0.857732	2.68369	3
Apool	chrX	107459838	107603617	-0.387307	1	12.9135	0.98415	2.91956	3
Pof1b	chrX	107807838	108071127	0.418531	3	17.2495	0.937179	2.88354	3
Mdm4-ps	chrX	123458097	123469817	0.623356	3	24.4697	0.329832	2.84825	3
Diaph2	chrX	125055685	125764211	0.223438	3	16.3783	0.930614	4.87434	5
Kir3dl2	chrX	131712051	132241374	-0.463999	3	12.6425	0.993792	3.71127	4
Tmsb15l	chrX	132295169	132467503	-0.776852	1	8.39168	0.978044	2.76815	3
Mid2	chrX	136008139	136345651	0.375461	4	23.0354	0.823448	2.82144	3
Rtl4	chrX	140182304	140368350	-0.339857	3	10.2663	0.556349	4.70706	5
Htr2c	chrX	142127462	143198732	0.42173	3	16.1554	0.738726	6.42096	7
Apex2	chrX	145697770	145884100	-0.252181	2	14.7107	0.808042	2.95504	3
3010001F23Rik	chrX	147543080	147799695	-0.435887	1	12.3646	0.243252	3.73551	4
Gm15155	chrX	151154326	151930409	0.509449	1	18.6432	0.6701	4.58657	5
Phex	chrX	152495233	153142156	0.338508	3	17.978	0.949567	2.83218	3
Cnksr2	chrX	153141895	153771377	0.473585	4	17.5354	0.808042	5.69989	6
