gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
H2bc6	chr13	19813074	19984347	-0.445274	1	18.0193	0.915767	2.88775	3
2610307P16Rik	chr13	24637099	25545995	0.323472	3	18.6447	0.000210885	2.96285	3
Gmds	chr13	28099886	28957362	-0.606374	1	10.4499	0.298795	2.84915	3
Zfp85os	chr13	64097733	64905255	-0.473343	2	14.4363	0.915767	3.6629	4
9430065F17Rik	chr13	64097733	64266314	-0.22518	2	16.8655	0.915767	2.96526	3
Fcho2	chr13	95198651	96876522	-0.475471	2	13.0281	0.80068	2.8493	3
Pde4d	chr13	105178299	110298080	-0.290555	1	16.0083	0.971763	2.88925	3
Vcl	chr14	13124528	13551320	-0.415241	1	15.4019	0.810309	2.90154	3
Nrg3	chr14	30767038	33233288	-0.245563	1	13.2903	0.094633	7.94503	8
Nrg3os	chr14	31075720	31722137	-0.24857	1	13.3101	0.261049	3.9749	4
Tep1	chr14	42863250	43235646	-0.243981	2	18.917	0.0781158	2.98331	3
Rnase4	chr14	43032649	43929621	-0.50358	1	15.46	0.0231706	2.91996	3
Kbtbd7	chr14	71293995	73059607	-0.42174	2	11.5126	0.116859	2.68726	3
Klhl1	chr14	87853049	88352117	-0.276505	2	12.2575	0.735896	2.94786	3
Lifr	chr15	3772449	4092709	0.205235	2	36.886	0.854189	2.98205	3
Egflam	chr15	3919247	6929226	0.233624	2	37.8064	0.599964	5.95345	6
Adamts12	chr15	7967200	11647875	-0.376502	1	24.1554	0.402073	2.91439	3
Cdh18	chr15	19181287	20674304	-0.388201	2	26.2816	0.375125	3.72786	4
Trio	chr15	24116121	25990827	-0.392097	2	22.0076	0.246749	2.93745	3
Gsdmcl1	chr15	59699595	59753934	-1.10313	1	10.7665	0.808753	1.76607	3
Gsdmcl-ps	chr15	59699595	60039424	-0.637528	1	17.9534	0.808753	3.75133	5
Dgcr8	chr16	14645416	14947128	-0.238515	2	20.4954	0.896195	2.96011	3
Eaf2	chr16	33375043	37739208	-0.227421	2	16.5926	0.915767	2.96627	3
Cblb	chr16	48363480	48855001	0.333267	3	23.532	0.673793	2.90647	3
Arl6	chr16	55607689	56308958	-0.256948	2	12.6334	0.389149	3.95644	4
Mir99ahg	chr16	73128063	73840610	-0.214973	2	10.4581	0.6511	2.91039	3
Sod2	chr17	10156570	10908048	-0.642033	1	18.2851	0.918228	5.82749	7
Zfp758	chr17	19474219	20619707	-1.12833	0	9.57303	0.000159406	3.59755	4
Zfp943	chr17	19474219	20619707	-1.12833	0	9.57303	0.000159406	3.59755	4
Dcpp1	chr17	21525890	21991150	-0.563692	1	14.6312	0.271069	2.84928	3
Rab40c	chr17	22464392	25444011	-0.298234	2	19.3942	0.126921	2.95143	3
Rps10	chr17	25438135	26229562	-0.455854	1	17.7544	0.69204	2.90207	3
Gm20530	chr17	31918064	34289487	-0.330378	1	19.2722	0.667311	10.7187	11
H2-DMb2	chr17	32153348	32683352	-0.4395	2	17.891	0.900321	2.82244	3
H2-DMb1	chr17	32153348	32683352	-0.4395	2	17.891	0.900321	2.82244	3
Pbx2	chr17	32676079	33081619	-0.211163	1	20.933	0.915083	2.96761	3
Gm5499	chr17	85234184	85806931	0.224041	2	16.5409	0.716902	2.95603	3
Msh6	chr17	86391484	86932365	-0.247912	1	11.7289	0.373463	2.97403	3
Foxn2	chr17	86754633	87120501	-0.218799	2	11.9775	0.851732	2.9831	3
Ston1	chr17	86932874	87166385	-0.226387	1	12.072	0.00349876	2.98408	3
Fshr	chr17	87306441	87954339	-0.232104	2	11.8668	0.906684	2.97615	3
Svil	chr18	1779255	2964399	-0.335166	2	21.4769	0.624821	2.92241	3
Yipf5	chr18	36699584	39026952	-0.262117	1	16.2536	0.899821	2.95802	3
Atp9b	chr18	77029876	78885122	-0.336131	1	16.0649	0.801175	2.87782	3
Dpf2	chr19	2412863	2910480	-0.213957	2	17.5798	0.687839	2.98284	3
Mrpl49	chr19	2784032	3081127	-0.313602	2	16.061	0.436854	2.92064	3
Cyp2c53-ps	chr19	36114175	36374493	0.462154	3	27.8988	0.85536	2.86145	3
Gria3	chrX	35875319	36551185	-0.34545	2	22.5858	0.913775	2.8818	3
Stag2	chrX	36618913	37136554	-0.22232	2	24.2504	0.80068	3.95972	4
Tenm1	chrX	37041319	38366401	0.211174	2	27.3979	0.510962	3.83148	4
Elf4	chrX	42877398	44126240	-0.255335	1	18.3451	0.0257285	3.87314	4
Fgf13	chrX	53652072	54296689	-0.270133	2	16.249	0.49069	4.91905	5
Aff2	chrX	64062176	65295266	-0.439539	2	14.5514	0.918228	3.53643	4
Gabra3	chrX	67257326	67400466	0.532322	3	22.9798	0.85536	2.81789	3
Gm20455	chrX	69032439	69737707	-0.22983	1	16.6427	0.974015	8.46573	9
Tbl1x	chrX	72208120	72673388	-0.629451	2	11.4133	0.612598	2.67292	3
Cfap47	chrX	74139087	74560635	0.435104	5	20.9451	0.78829	4.63145	5
Dmd	chrX	78298408	80573980	-0.380922	3	11.4749	0.491819	18.323	19
Tab3	chrX	80493183	80705750	-0.269641	2	13.3959	0.765493	2.97431	3
Gk	chrX	80682736	82051278	-0.237254	1	14.2057	0.229688	2.97532	3
Gm9126	chrX	97847302	98287099	-0.485532	0	15.4586	0.554358	2.67246	3
Gm9119	chrX	97847302	98287099	-0.485532	0	15.4586	0.554358	2.67246	3
Ftx	chrX	98682601	98973125	-0.250928	2	17.1044	0.479812	2.97062	3
Atrx	chrX	100889725	101298261	-0.212542	2	13.5286	0.968291	2.97688	3
Rps6ka6	chrX	106501863	107196334	-0.206474	1	12.5286	0.742581	3.89862	4
Chm	chrX	108248153	108624317	-0.396466	1	11.7561	0.0841014	3.89913	4
Dach2	chrX	108623333	109079812	-0.460691	1	10.3647	0.858217	2.84935	3
Pcdh11x	chrX	115614102	116150595	-0.309095	1	11.9314	0.978412	5.68424	6
Diaph2	chrX	125015437	125899791	-0.298409	2	12.6388	0.436854	6.91431	7
Kir3dl2	chrX	131652774	131838387	-0.332397	1	11.5753	0.653478	5.46783	6
Il1rapl2	chrX	133263485	134659771	0.344317	3	20.7601	0.604244	3.64869	4
Rtl4	chrX	140010744	141327985	0.585056	3	21.6535	0.996417	2.81589	3
3010001F23Rik	chrX	147543080	147799695	-0.308094	1	14.7838	0.715315	2.79254	3
Gm15155	chrX	151210835	151650279	0.361407	4	22.2862	0.345417	3.75606	4
Frmpd4	chrX	162888496	164164467	-0.209744	2	17.4067	0.85536	2.97923	3
Arhgap6	chrX	164098286	165222886	-0.210898	2	17.2917	0.350254	3.9807	4
