gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Ctnna2	chr6	73344367	75649060	-0.310549	2	25.7322	0.832119	2.96191	3
Mef2a	chr7	65882632	67192502	-0.272325	1	29.7431	0.0255333	2.98957	3
Gatad2a	chr8	65984237	67044371	-0.230528	2	23.1701	0.53817	2.98151	3
Ddx10	chr9	49451895	50309507	-0.209418	2	16.9975	0.319951	2.98936	3
Exph5	chr9	49631321	50550093	-0.219391	2	16.7599	0.444809	2.98483	3
Gldnos	chr9	50556676	51257313	-0.204241	2	17.71	0.748413	2.98529	3
Gldn	chr9	50556676	51257313	-0.204241	2	17.71	0.748413	2.98529	3
Hykk	chr9	51277250	53650446	-0.24394	2	20.1835	0.653777	2.98929	3
Trav7-4	chr14	45154632	45531666	0.620387	4	33.0305	0.748413	4.70928	5
Trav6-3	chr14	45154632	45687559	0.617457	4	31.1148	0.748413	5.65456	6
Trav13d-1	chr14	45530597	45894785	0.516914	3	28.2942	0.848522	2.87095	3
Lrch1	chr14	66771039	69263319	-0.454238	2	18.9392	0.409494	2.87918	3
Cacng2	chr15	73792282	78525865	-0.508758	2	28.3212	0.180976	2.44147	3
0	chr16	52307010	55839172	-0.233823	1	11.0117	8.26673e-08	8.91331	9
Sod2	chr17	10269185	14458341	-0.867609	1	20.2289	0.554341	2.45223	3
Srbd1	chr17	84241147	84563473	-0.242065	2	13.6138	0.124964	2.97791	3
Prkce	chr17	84542838	85480237	-0.264047	1	13.7331	0.587877	3.97914	4
Stpg4	chr17	85490156	86077575	-0.24216	1	13.7824	0.00670077	2.98182	3
Gm28676	chr17	85807309	86272336	-0.233185	2	13.6366	0.428307	2.97866	3
Foxn2	chr17	86754633	87120501	-0.23677	2	13.2209	0.918691	2.98048	3
Ston1	chr17	86932874	87306431	-0.247616	1	13.2065	0.0534912	2.98055	3
Kdm2a	chr19	1162338	2910480	0.323116	3	37.5891	0.0216572	2.94853	3
Prkg1	chr19	27512992	30001868	0.623065	3	36.1111	0.00636265	2.88	3
Gm20455	chrX	68024171	69644379	-0.672215	0	13.567	0.154263	4.62725	6
Cfap47	chrX	74159636	75227925	0.760853	4	25.436	1.6246e-12	2.85223	3
Il1rapl1	chrX	81692618	83292867	-0.549025	2	11.1325	0.644726	4.72681	5
Eda	chrX	95104020	96832203	0.608049	4	21.5216	0.361633	2.85404	3
Slc16a2	chrX	98821467	99571334	-0.22186	2	15.2925	0.358161	2.98143	3
Kir3dl2	chrX	131721753	132241711	-0.821491	4	10.5707	0.684392	2.60702	3
Il1rapl2	chrX	133295046	136008524	0.488405	2	17.7715	0.365338	2.79896	3
Gm15155	chrX	151294625	152087889	0.980638	4	20.4737	0.322991	2.64155	3
Frmpd4	chrX	162888496	163965687	-0.222161	2	12.2958	0.664837	2.97606	3
