gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
4930513D17Rik	chr5	36294862	37854381	-0.565769	1	13.9662	0.90407	1.83082	2
Fam184b	chr5	42220445	43101112	-0.781582	2	15.6633	0.977911	1.86129	2
9630001P10Rik	chr5	42220445	43101112	-0.781582	2	15.6633	0.977911	1.86129	2
Gm43367	chr5	42220445	43101112	-0.781582	2	15.6633	0.977911	1.86129	2
Kcnip4	chr5	45868437	51824723	0.225116	2	21.9331	0.967317	1.80759	2
4932441J04Rik	chr5	54186788	54464344	-0.239197	1	19.064	0.843514	2.95224	3
Ube2k	chr5	62018431	63904095	0.608996	3	28.9577	0.995052	1.81522	2
Kctd8	chr5	65751710	66203698	0.271945	4	21.1886	0.919992	1.72859	2
Fryl	chr5	69673724	75526360	0.210757	3	26.992	0.91838	1.92067	2
Tecrl	chr5	79730415	79977446	0.223386	2	20.7472	0.927694	1.95809	2
Gm15626	chr5	79730415	79977446	0.223386	2	20.7472	0.927694	1.95809	2
Tmprss11a	chr5	82835491	83763069	0.400293	3	27.0868	0.978365	1.90817	2
Gm43081	chr5	105013505	111848906	-0.444216	2	15.6569	0.983948	1.85119	2
Pigg	chr5	105013505	111848906	-0.444216	2	15.6569	0.983948	1.85119	2
9330198I05Rik	chr5	105013505	111848906	-0.444216	2	15.6569	0.983948	1.85119	2
Gm42625	chr5	130880521	131044982	-0.235978	1	38.3286	0.419567	1.98052	2
Gm17979	chr5	130998274	131143339	-0.218202	2	38.4773	0.967478	1.97442	2
Gm36667	chr5	131045785	131550329	-0.24308	2	39.3781	0.984747	1.9739	2
Gm2404	chr5	131363216	131890783	-0.25329	1	39.8267	0.786549	1.97357	2
Gtf2i	chr5	131847830	132050221	-0.248427	2	41.5568	0.91838	1.98089	2
Mir3965	chr5	131847830	132050221	-0.248427	2	41.5568	0.91838	1.98089	2
4930528H21Rik	chr6	756811	3162808	-0.445922	1	16.9881	0.907484	1.85854	2
Gm20617	chr6	3161355	4173789	-0.536627	1	15.386	0.98229	1.8574	2
Foxp2	chr6	11487839	13028172	0.364177	3	27.8143	0.883774	1.91179	2
Igkv13-84	chr6	65301980	68636878	-0.575555	1	17.5977	0.916983	1.81783	2
St3gal5	chr6	68636300	74397660	-0.38634	1	23.2418	0.927694	1.87963	2
Parp11	chr6	123808139	123879658	0.402043	3	49.3766	0.954967	1.89675	2
Gm5154	chr6	128951466	129936481	-0.414556	2	25.3649	0.984476	1.91968	2
Gm4736	chr6	128951466	129936481	-0.414556	2	25.3649	0.984476	1.91968	2
Gm45063	chr6	128951466	129936481	-0.414556	2	25.3649	0.984476	1.91968	2
Gm18326	chr6	128951466	129936481	-0.414556	2	25.3649	0.984476	1.91968	2
Caprin2	chr6	145364258	145403559	-0.688314	1	18.3709	0.962135	1.60419	2
Nlrp12	chr7	130873	788030	0.43571	3	21.7871	0.904102	1.87182	2
Nlrp4e	chr7	20906771	21166583	-0.519343	1	9.54753	0.986476	1.7497	2
Lypd11	chr7	22429963	23222756	0.454051	3	24.5472	0.755	1.89178	2
Zfp607a	chr7	25831133	27032962	-0.208853	2	25.1123	0.977911	1.9562	2
Zfp974	chr7	25831133	27032962	-0.208853	2	25.1123	0.977911	1.9562	2
Gm26891	chr7	25831133	27032962	-0.208853	2	25.1123	0.977911	1.9562	2
Zfp27	chr7	27941403	28044924	-0.23998	2	23.9922	0.903335	1.96818	2
Mir7668	chr7	27941403	28044924	-0.23998	2	23.9922	0.903335	1.96818	2
Zfp383	chr7	27941403	28044924	-0.23998	2	23.9922	0.903335	1.96818	2
Zfp74	chr7	27941403	28044924	-0.23998	2	23.9922	0.903335	1.96818	2
C230062I16Rik	chr7	27941403	28044924	-0.23998	2	23.9922	0.903335	1.96818	2
Zfp568	chr7	28009386	34830719	-0.360099	2	19.503	0.871719	1.90862	2
Ap2a1	chr7	43738148	44229852	0.420243	3	34.3244	0.820034	1.9158	2
Nell1	chr7	49187562	49979307	0.499737	3	27.2731	0.954967	1.85361	2
Sv2b	chr7	73760055	75841401	-0.390758	2	18.8803	0.747058	1.85405	2
MGP_FVBNJ_G0009742	chr7	73760055	75841401	-0.390758	2	18.8803	0.747058	1.85405	2
1500012K07Rik	chr7	73760055	75841401	-0.390758	2	18.8803	0.747058	1.85405	2
Gm10161	chr7	73760055	75841401	-0.390758	2	18.8803	0.747058	1.85405	2
Gab2	chr7	95531408	103094623	-0.453678	2	18.1992	0.937716	1.61962	2
Usp17le	chr7	103150963	103592003	0.475933	3	24.7445	0.958255	1.83747	2
Olfr486	chr7	106769141	118874723	-0.700496	1	9.44331	0.795811	1.70496	2
Abca14	chr7	118874342	126728913	-0.714174	1	11.7181	0.977911	1.73549	2
9530052E02Rik	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Gm15418	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Col4a1	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Col4a2	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Gm15419	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Rab20	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
E230013L22Rik	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Naxd	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Cars2	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Ing1	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Ankrd10	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Mir7238	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
1700016D06Rik	chr8	7894820	12253336	-0.436612	2	22.6653	0.880337	1.90374	2
Csmd1	chr8	13607551	15914963	-0.251837	2	20.9071	0.983948	2.9485	3
Gm15366	chr8	15910864	24711944	0.215965	1	15.6228	0.704022	1.84233	2
2810404M03Rik	chr8	38739281	38789428	0.726137	3	17.4473	0.752076	1.61474	2
Cldn24	chr8	44449614	47630709	0.68844	4	31.3169	0.973268	1.62828	2
Gm26164	chr8	56484418	56819450	-0.270297	2	15.8315	0.878735	1.9704	2
Nek1	chr8	57385030	67288920	-0.420489	2	14.8813	0.927694	1.90484	2
Gm16179	chr8	57385030	67288920	-0.420489	2	14.8813	0.927694	1.90484	2
Gm16178	chr8	57385030	67288920	-0.420489	2	14.8813	0.927694	1.90484	2
Myo9b	chr8	67545583	68216425	-0.328883	1	16.0895	0.974114	3.52474	4
Zfp617	chr8	68255858	68402463	0.422964	3	27.1095	0.999675	1.85575	2
Gm18180	chr8	68255858	68402463	0.422964	3	27.1095	0.999675	1.85575	2
Slc10a7	chr8	74767308	76758245	-0.4873	1	14.3469	0.949567	1.77884	2
Frem3	chr8	76641622	78340206	0.222647	2	20.1424	0.871719	1.83543	2
Znrf1	chr8	107949928	110841807	0.665731	3	27.7767	0.906031	1.75455	2
Bco1	chr8	113580583	125713416	-0.239562	1	15.8742	0.650398	1.90176	2
Arhgap42	chr9	5720118	13361169	0.324446	2	25.4016	0.973268	1.89097	2
Hspa8	chr9	37201096	52278257	-0.260344	1	18.8094	0.974114	1.95448	2
Scaper	chr9	52263236	53960601	-0.603884	2	12.1528	0.899196	1.30555	2
Celf6	chr9	56148478	59477317	-0.849677	1	10.6419	0.420666	1.80781	2
Pias1	chr9	59476997	70598381	-0.786128	1	10.2168	0.55668	1.73601	2
Gsta2	chr9	74899655	74947556	-0.232136	0	21.1901	0.327925	2.13964	3
Gm22866	chr9	86701015	90086011	-0.284266	2	14.6676	0.987902	1.94291	2
Pfkfb4	chr9	105173321	105496554	-0.326328	2	14.5688	0.931105	1.93738	2
Shisa5	chr9	105173321	105496554	-0.326328	2	14.5688	0.931105	1.93738	2
Fbxw14	chr9	105495623	106015104	-0.582512	1	11.1515	0.993792	2.2032	3
Ulk4	chr9	117767188	117864763	0.222928	2	24.3363	0.997618	1.97649	2
MGP_FVBNJ_G0009807	chr9	117767188	117864763	0.222928	2	24.3363	0.997618	1.97649	2
Gm17157	chr9	117767188	117864763	0.222928	2	24.3363	0.997618	1.97649	2
Nkain2	chr10	28436333	32694522	0.327106	3	24.3363	0.961109	2.71369	3
Hs3st5	chr10	33323176	36534589	0.427934	3	31.1757	0.960985	1.84282	2
Mif	chr10	71891096	75120437	-0.636358	1	13.4097	0.913954	1.73257	2
Ikbip	chr10	87524135	89871631	-0.511863	1	12.6804	0.984747	1.83454	2
Gm5426	chr10	92585986	98250881	-0.769343	1	10.8909	0.430798	1.83034	2
Mgat4c	chr10	98250481	100954983	-0.795904	0	9.64532	0.19458	1.81832	2
Tmtc2	chr10	101562545	102187171	-0.891246	0	9.541	0.176052	1.77981	2
Acss3	chr10	103230441	103849587	0.323086	3	21.2076	0.957318	1.93681	2
5730522E02Rik	chr11	22338424	22836783	0.455818	3	33.0335	0.787087	1.87748	2
Gm23123	chr11	37252742	45719121	-0.516712	1	25.6123	0.786549	1.88156	2
Gm12187	chr11	45717852	46026361	-0.418708	1	29.5179	0.993792	2.85512	3
Olfr56	chr11	45717852	46026361	-0.418708	1	29.5179	0.993792	2.85512	3
Abhd12b	chr12	66109730	73933760	0.232905	3	20.3733	0.929511	1.85448	2
Gm24994	chr12	73960646	79955952	-0.489586	2	14.3562	0.946856	1.88822	2
Gm6657	chr12	73960646	79955952	-0.489586	2	14.3562	0.946856	1.88822	2
Gphn	chr12	73960646	79955952	-0.489586	2	14.3562	0.946856	1.88822	2
1700019M22Rik	chr12	91842113	94144166	-0.43559	2	13.8532	0.927466	1.83953	2
Gm28051	chr12	98639713	99623768	0.528124	3	22.8849	0.984747	1.84395	2
Gm20604	chr12	98639713	99623768	0.528124	3	22.8849	0.984747	1.84395	2
Gm8895	chr12	99623421	102166632	-0.45824	3	12.8344	0.993792	4.32108	5
Ckb	chr12	107968769	108262839	-0.402749	1	18.0705	0.967317	1.85795	2
Lyst	chr13	9977211	11046003	-0.233133	2	22.1271	0.99314	1.96458	2
Sugct	chr13	13370274	15450373	-0.644864	1	12.0414	0.985735	1.70156	2
Trgc3	chr13	15450114	15454064	-0.79914	1	11.4725	0.883774	1.76477	2
Cmah	chr13	20626679	24156141	-0.309086	2	20.8255	0.926621	1.93208	2
Gm11344	chr13	20626679	24156141	-0.309086	2	20.8255	0.926621	1.93208	2
Cdkal1	chr13	26071947	26876499	-0.249699	3	16.0021	0.999675	1.91866	2
Simc1	chr13	50978074	53343391	0.528697	3	39.5478	0.902688	1.83638	2
Zfp712	chr13	63607012	63952732	-0.284303	2	22.9235	0.968185	1.93139	2
Zfp708	chr13	63607012	63952732	-0.284303	2	22.9235	0.968185	1.93139	2
Gm28557	chr13	63607012	63952732	-0.284303	2	22.9235	0.968185	1.93139	2
Zfp85os	chr13	63951865	64846993	-0.581972	1	16.3889	0.933266	1.80173	2
Gm28041	chr13	63951865	64846993	-0.581972	1	16.3889	0.933266	1.80173	2
Zfp456	chr13	63951865	64846993	-0.581972	1	16.3889	0.933266	1.80173	2
Gm17750	chr13	80647248	83675683	0.42068	3	29.0633	0.967357	1.88367	2
Gm4117	chr13	86175566	87025956	0.305784	3	33.4533	0.960717	1.89189	2
Gm37708	chr13	86805373	87386777	0.358888	2	30.3031	0.944376	1.88598	2
Gm21726	chr13	86805373	87386777	0.358888	2	30.3031	0.944376	1.88598	2
Atg10	chr13	87386427	92491957	0.528988	3	30.0796	0.879297	1.81136	2
Sv2c	chr13	92491447	94591376	0.577962	3	36.6844	0.988498	1.80913	2
Arhgef28	chr13	94590991	99548363	0.612317	4	39.9528	0.773398	1.79207	2
Gng2	chr14	12082281	16502043	-0.61718	1	15.2154	0.919992	1.82703	2
Mapk1ip1l	chr14	39444685	42676677	-0.268503	1	21.4977	0.860839	1.96522	2
Trav7-4	chr14	45019355	45284399	-0.364083	1	20.8397	0.984747	2.53852	3
Trav6-3	chr14	45019355	45985623	-0.204348	1	24.7146	0.984747	8.13457	9
Trav13d-1	chr14	45562569	45985623	-0.426843	1	23.2451	0.499127	3.75081	4
Trav13n-4	chr14	45562569	45591437	-0.338725	1	25.7023	0.499127	2.841	3
Hs6st3	chr14	110688580	110690326	-1.23831	0	8.99376	0.294393	1.01939	2
Wdr70	chr15	4657785	9948247	-0.248158	1	24.9843	0.861469	1.96367	2
Cdh12	chr15	18063303	26283334	0.613563	3	25.5975	0.945366	1.7202	2
Snx29	chr16	7750412	11074359	0.39301	3	30.3686	0.988023	1.86302	2
B4galt4	chr16	35354960	39004519	-0.28495	1	15.423	0.965161	1.90803	2
Gm37825	chr16	54521940	55398331	-0.436725	1	8.46234	0.881204	1.92347	2
Cadm2	chr16	63691398	64941726	0.294953	4	9.81797	0.993792	2.45309	3
Tmprss15	chr16	74838882	75414673	0.200226	3	11.2144	0.982275	1.96764	2
Tmem181b-ps	chr17	3426355	3692824	-1.02045	0	8.83913	0.187144	1.6169	2
Sytl3	chr17	3692500	6518397	-0.446597	1	19.2802	0.955767	1.72917	2
Map3k4	chr17	9358179	10111784	-0.392028	2	24.9764	0.843046	1.86375	2
Gm24794	chr17	9358179	10111784	-0.392028	2	24.9764	0.843046	1.86375	2
4732491K20Rik	chr17	9358179	10111784	-0.392028	2	24.9764	0.843046	1.86375	2
Sod2	chr17	10111571	11007806	-0.439347	1	21.769	0.953797	3.66748	5
Gm16050	chr17	10445222	11007806	-0.211716	3	26.6896	0.978543	1.93706	3
Vmn2r96	chr17	15275761	18405592	0.674831	3	33.9035	0.973268	1.81488	2
Vmn2r-ps126	chr17	15275761	18405592	0.674831	3	33.9035	0.973268	1.81488	2
Sbpl	chr17	21594779	32210413	-0.211999	3	25.2144	0.92972	1.56635	2
Gm20530	chr17	32209791	35529533	-0.685544	0	16.2904	0.927694	1.61305	2
Crisp1	chr17	38583384	48725128	-0.514119	1	16.9887	0.974114	1.75576	2
Zfp959	chr17	54216059	70973500	-0.241853	3	28.0364	0.976224	1.72151	2
MGP_FVBNJ_G0005726	chr18	29289145	38699371	-0.584239	1	15.7789	0.627367	1.85689	2
Olfr1467	chr19	10257145	13295141	0.226879	2	18.7	0.987354	1.86081	2
Olfr1469	chr19	10257145	13295141	0.226879	2	18.7	0.987354	1.86081	2
Pank1	chr19	31731466	32105438	0.608527	3	24.4228	0.977095	1.77545	2
Nudt10	chrX	773042	3562728	-0.487902	1	19.0625	0.773398	1.87663	2
Gm14863	chrX	3910872	4094882	-0.82272	0	14.9752	0.956935	1.52941	2
Ssxa1	chrX	15797706	16323394	-0.314736	2	20.1337	0.946894	1.91789	2
Btg1c	chrX	32601963	32960513	0.559658	3	40.3699	0.922011	1.817	2
Slc25a14	chrX	43211488	43362653	-0.346141	1	8.87345	0.967592	1.92922	2
Enox2	chrX	43782293	44211691	0.472089	3	14.3312	0.978365	1.82903	2
Rap2c	chrX	45559324	45824797	0.327733	3	16.3367	0.984747	1.90976	2
Hs6st2	chrX	46139061	47292520	-0.36229	1	9.29974	0.954967	2.88367	3
Gm14638	chrX	48389969	48732964	-0.963777	1	3.65611	0.638183	2.47325	3
Tm9sf5	chrX	52169193	52428133	-0.241819	1	9.00088	0.916983	1.95849	2
Mcf2	chrX	54740099	55279713	0.582314	3	15.1294	0.974114	1.79072	2
Gm14668	chrX	60704815	60866804	0.299844	2	13.0713	0.987354	1.92184	2
Gm8310	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
Mir743	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
MGP_FVBNJ_G0009214	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
Mir742	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
Mir883a	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
Mir883b	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
Mir471	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
Mir741	chrX	61557811	62273056	0.498105	3	17.87	0.89925	1.75319	2
1700111N16Rik	chrX	64662391	65404717	-0.599498	2	7.07648	0.871719	2.78802	3
Mtm1	chrX	66047376	66075824	-0.473938	1	8.38531	0.973268	1.84747	2
Magea10	chrX	67115715	67405100	-0.395202	1	8.27433	0.802171	1.93173	2
Gm20455	chrX	69431058	69711348	-0.48124	1	8.98012	0.0937859	2.45454	3
Smim9	chrX	69986822	70143210	-0.723634	0	5.89328	0.795235	1.19915	2
Pls3	chrX	70661427	70738054	-0.396039	1	8.35047	0.790032	1.93971	2
Oat-rs1	chrX	70728291	71180603	-0.383206	1	8.25693	0.662706	1.93843	2
Gm14715	chrX	70728291	71180603	-0.383206	1	8.25693	0.662706	1.93843	2
Magea7-ps	chrX	71171696	71232166	-0.426128	1	7.60995	0.879231	1.85367	2
5430402E10Rik	chrX	72673398	72691967	-0.549287	1	7.98495	0.976279	1.85396	2
Gm14744	chrX	72673398	72691967	-0.549287	1	7.98495	0.976279	1.85396	2
Gm14750	chrX	72673398	72691967	-0.549287	1	7.98495	0.976279	1.85396	2
Gm8754	chrX	73193483	73286762	-0.479888	1	7.36816	0.77548	1.87266	2
Prrg1	chrX	73277357	73423054	-0.433668	1	7.54113	0.97338	2.71783	3
Gm8757	chrX	73407305	73428402	-0.351146	1	8.47051	0.62862	1.94944	2
4930595M18Rik	chrX	76335508	76373238	0.258445	1	12.9296	0.903119	1.90796	2
Tasl	chrX	80864193	80947008	-0.345999	1	8.52207	0.609045	1.94335	2
Il1rapl1	chrX	81755151	83363467	0.37294	4	13.193	0.348956	6.42209	7
Hsf3	chrX	91512669	92004964	-0.418413	1	9.42375	0.977095	1.87813	2
Gm3880	chrX	97806765	97871519	-0.523796	1	8.43275	0.783559	1.90247	2
4930519F16Rik	chrX	98423150	98652865	-0.339245	1	9.67688	0.953797	1.90748	2
Gm14848	chrX	98423150	98652865	-0.339245	1	9.67688	0.953797	1.90748	2
Pgk1	chrX	101349586	101399673	-0.317102	2	9.16333	0.978406	1.88121	2
Taf9b	chrX	101349586	101399673	-0.317102	2	9.16333	0.978406	1.88121	2
Tent5d	chrX	103086602	103319959	0.206531	3	10.2814	0.711993	2.75032	3
Gm14849	chrX	103319651	103393800	-0.585389	1	9.00301	0.530639	1.87265	2
Hdx	chrX	106715001	106833005	0.515631	3	14.0203	0.852845	2.78696	3
Zfp711	chrX	107777620	107819707	0.808761	3	15.71	0.53366	1.73829	2
Pof1b	chrX	107819317	108081769	0.217065	4	12.8801	0.787087	1.75192	2
Dach2	chrX	108816775	109080626	0.244365	1	13.1066	0.81165	2.8411	3
Gm4992	chrX	117054556	117386484	-0.345321	1	11.0247	0.646477	1.96085	2
Gm24846	chrX	117054556	117386484	-0.345321	1	11.0247	0.646477	1.96085	2
MGP_FVBNJ_G0038098	chrX	117054556	117386484	-0.345321	1	11.0247	0.646477	1.96085	2
Cldn34c4	chrX	122912753	123199499	-0.627365	1	7.89173	0.916408	1.82063	2
Mdm4-ps	chrX	123460560	123599909	0.449444	3	20.0175	0.467118	2.88818	3
Diaph2	chrX	125094717	126073861	0.205135	3	12.3563	0.980725	3.87408	4
Gm7821	chrX	128238906	128481028	-0.3772	2	9.24062	0.944376	1.93396	2
Nox1	chrX	129314919	130443204	0.564941	3	20.9734	0.998848	1.77687	2
Kir3dl2	chrX	131762407	131839045	-0.666548	1	7.38323	0.974114	0.989052	2
Morf4l2	chrX	132050314	132301580	-0.273134	3	11.7045	0.663526	1.90158	2
BC065397	chrX	132050314	132301580	-0.273134	3	11.7045	0.663526	1.90158	2
Glra4	chrX	132050314	132301580	-0.273134	3	11.7045	0.663526	1.90158	2
Gm15009	chrX	132050314	132301580	-0.273134	3	11.7045	0.663526	1.90158	2
Plp1	chrX	132050314	132301580	-0.273134	3	11.7045	0.663526	1.90158	2
Rab9b	chrX	132050314	132301580	-0.273134	3	11.7045	0.663526	1.90158	2
Gm15026	chrX	132050314	132301580	-0.273134	3	11.7045	0.663526	1.90158	2
Tmsb15l	chrX	132301153	133196685	-0.535026	1	8.79252	0.17763	1.91649	2
Tmsb15b1	chrX	132301153	133196685	-0.535026	1	8.79252	0.17763	1.91649	2
Il1rapl2	chrX	133138832	134335447	-0.240565	2	8.53773	0.971658	5.65939	6
Alg13	chrX	139487306	140011406	0.2013	1	10.5114	0.878286	1.90158	2
Gm2214	chrX	139487306	140011406	0.2013	1	10.5114	0.878286	1.90158	2
Rtl4	chrX	140010744	140432250	-0.273438	3	9.76171	0.647616	3.81634	4
Gm6441	chrX	140411574	141046795	-0.562815	2	9.27702	0.879371	1.8717	2
Gm15076	chrX	141644468	141710824	0.227442	1	12.4118	0.942418	1.84187	2
Htr2c	chrX	142127462	143622590	0.665012	3	14.3462	0.738726	3.73583	4
Gnl3l	chrX	146167872	147481616	0.963515	5	16.4107	0.390993	1.72662	2
3010001F23Rik	chrX	147548472	148069246	-0.462936	1	9.89407	0.381533	1.93294	2
