gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Slc16a14	chr1	81081776	81980453	-0.441788	2	20.1497	0.859892	1.60761	2
Sp100	chr1	81980243	82371736	-0.397148	1	23.8438	0.996136	2.59911	3
MGP_FVBNJ_G0036275	chr1	82018351	82371736	-0.23571	1	26.869	0.420588	1.98609	2
A630001G21Rik	chr1	82018351	82371736	-0.23571	1	26.869	0.420588	1.98609	2
Mir8096	chr1	82018351	82371736	-0.23571	1	26.869	0.420588	1.98609	2
MGP_FVBNJ_G0007581	chr1	82018351	82371736	-0.23571	1	26.869	0.420588	1.98609	2
9930111H07Rik	chr1	82018351	82371736	-0.23571	1	26.869	0.420588	1.98609	2
Cab39	chr1	82018351	82371736	-0.23571	1	26.869	0.420588	1.98609	2
Itm2c	chr1	82018351	82371736	-0.23571	1	26.869	0.420588	1.98609	2
4933407L21Rik	chr1	82018351	82530069	-0.217773	1	27.1248	0.420588	2.97786	3
Gm28884	chr1	82289733	82530069	-0.200718	2	27.1555	0.47044	1.98553	2
Gpr55	chr1	82289733	82530069	-0.200718	2	27.1555	0.47044	1.98553	2
Gm28100	chr1	82289733	82530069	-0.200718	2	27.1555	0.47044	1.98553	2
Ptma	chr1	82912097	83022253	-0.208738	2	26.7114	0.910099	1.98125	2
Pde6d	chr1	82912097	83022253	-0.208738	2	26.7114	0.910099	1.98125	2
Gm37152	chr1	82912097	83022253	-0.208738	2	26.7114	0.910099	1.98125	2
MGP_FVBNJ_G0007583	chr1	83023147	83152780	-0.207065	2	25.9906	0.747587	1.98033	2
Gm37022	chr1	83023147	83152780	-0.207065	2	25.9906	0.747587	1.98033	2
Nppc	chr1	83023147	83152780	-0.207065	2	25.9906	0.747587	1.98033	2
Gm37541	chr1	83241111	83469153	-0.225764	2	25.6124	0.880293	1.97741	2
Gm38021	chr1	83241111	83469153	-0.225764	2	25.6124	0.880293	1.97741	2
Gm37967	chr1	83241111	83469153	-0.225764	2	25.6124	0.880293	1.97741	2
Gm28375	chr1	83241111	83491778	-0.275919	2	24.5309	0.880293	2.92625	3
Gm37017	chr1	83241111	83469153	-0.225764	2	25.6124	0.880293	1.97741	2
Gm37447	chr1	83387298	83491778	-0.290772	2	24.9757	0.562875	1.94256	2
Akp-ps1	chr1	83387298	83491778	-0.290772	2	24.9757	0.562875	1.94256	2
Alppl2	chr1	83477602	83532401	-0.261045	1	24.9504	0.947635	1.93996	2
Gm19582	chr1	84231465	84422581	-0.230425	2	26.4285	0.717389	1.98433	2
4833421G17Rik	chr1	84231465	84422581	-0.230425	2	26.4285	0.717389	1.98433	2
Ugt1a10	chr1	84463658	86944468	-0.31729	1	22.4663	0.316148	3.82077	4
Gm20528	chr1	84463658	86944468	-0.31729	1	22.4663	0.316148	3.82077	4
Ugt1a9	chr1	84463658	86944468	-0.31729	1	22.4663	0.316148	3.82077	4
Ugt1a8	chr1	84463658	86944468	-0.31729	1	22.4663	0.316148	3.82077	4
Ugt1a7c	chr1	84463658	86944468	-0.31729	1	22.4663	0.316148	3.82077	4
Ugt1a6b	chr1	84463658	86944468	-0.31729	1	22.4663	0.316148	3.82077	4
Gm15372	chr1	84567069	84650188	-0.47154	1	19.2366	0.999193	1.8306	2
Ugt1a6a	chr1	84567069	86944468	-0.336544	1	21.7581	0.999193	2.82804	3
Gm15374	chr1	84567069	84650188	-0.47154	1	19.2366	0.999193	1.8306	2
Gm15373	chr1	84567069	84650188	-0.47154	1	19.2366	0.999193	1.8306	2
Ugt1a5	chr1	84649127	86944468	-0.278646	1	23.1688	0.916594	1.92556	2
Ugt1a2	chr1	84649127	86944468	-0.278646	1	23.1688	0.916594	1.92556	2
Ugt1a1	chr1	84649127	86944468	-0.278646	1	23.1688	0.916594	1.92556	2
Gm29099	chr1	88797497	90351281	-0.38842	2	20.2634	0.950866	1.94518	2
Gm7837	chr1	88797497	90351281	-0.38842	2	20.2634	0.950866	1.94518	2
Ndufa10	chr1	88797497	90351281	-0.38842	2	20.2634	0.950866	1.94518	2
Mir6900	chr1	88797497	90351281	-0.38842	2	20.2634	0.950866	1.94518	2
Olfr1416	chr1	88797497	90351281	-0.38842	2	20.2634	0.950866	1.94518	2
Olfr1415	chr1	88797497	90351281	-0.38842	2	20.2634	0.950866	1.94518	2
Gal3st2b	chr1	90350226	90651430	-0.374079	1	20.3966	0.425336	2.90526	3
Gal3st2	chr1	90478227	90651430	-0.240314	1	22.8885	0.969211	1.95318	2
Gm7133	chr1	93771771	94811420	-0.245784	2	20.5434	0.935768	1.97486	2
Cntnap5b	chr1	96207979	97192856	-0.225933	2	20.5032	0.883316	4.93464	5
Gm37877	chr1	96207979	96338672	-0.301752	2	19.0542	0.883316	1.96015	2
Gm28623	chr1	98557352	98701451	-0.21072	2	21.8991	0.608909	1.98094	2
Gm29012	chr1	101419227	103210947	-0.37245	2	20.2933	0.933266	1.9507	2
Serpinb3a	chr1	103548020	104820287	0.433187	3	21.8443	0.81898	2.82973	3
MGP_FVBNJ_G0009311	chr1	106058312	106854925	-0.241719	2	23.2967	0.409107	1.98128	2
Cdh19	chr1	107083772	107257131	0.392281	3	23.4208	0.977911	3.88111	4
Gm28263	chr1	112627541	112954863	0.253948	2	34.7665	0.883316	1.41552	2
Gm21940	chr1	112946642	113141393	0.273012	5	38.3088	0.960717	1.41891	2
Gm24030	chr1	113562760	113880052	-0.209531	2	22.9467	0.936706	1.97958	2
Gm28361	chr1	113562760	113880052	-0.209531	2	22.9467	0.936706	1.97958	2
Ddx18	chr1	117709596	118028141	-0.264258	1	23.7841	0.916478	1.94564	2
1700121L03Rik	chr1	121235335	121483480	-0.207933	2	24.3166	0.871719	1.98264	2
Gm23734	chr1	123474567	124578627	-0.238374	2	24.8983	0.623386	2.94388	3
Gm38301	chr1	123474567	124578627	-0.238374	2	24.8983	0.623386	2.94388	3
Tmem163	chr1	123474567	124578627	-0.238374	2	24.8983	0.623386	2.94388	3
Thsd7b	chr1	125863309	126448602	0.432453	4	30.9092	0.693261	3.7059	4
Gm22609	chr1	128802819	129051229	-0.246736	2	24.4739	0.777481	2.94016	3
Lrrn2	chr1	128802819	129051229	-0.246736	2	24.4739	0.777481	2.94016	3
MGP_FVBNJ_G0007600	chr1	128802819	129051229	-0.246736	2	24.4739	0.777481	2.94016	3
Gm38308	chr1	128802819	129051229	-0.246736	2	24.4739	0.777481	2.94016	3
Cfhr1	chr1	135667279	136038769	0.387671	3	26.0485	0.961109	1.8983	2
Gm16332	chr1	136037916	136089233	0.255995	3	26.1143	0.856896	2.71662	3
Gm5834	chr1	136088526	136250079	0.566041	4	27.1021	0.73475	2.79236	3
Rgs21	chr1	140527407	140673609	0.374021	3	26.0307	0.977911	3.89131	4
Mael	chr1	162033127	162354983	-0.252055	2	21.3859	0.946856	1.94484	2
Ildr2	chr1	162033127	162354983	-0.252055	2	21.3859	0.946856	1.94484	2
5330438I03Rik	chr1	162033127	162354983	-0.252055	2	21.3859	0.946856	1.94484	2
Gm15853	chr1	162033127	162354983	-0.252055	2	21.3859	0.946856	1.94484	2
Tada1	chr1	162033127	162354983	-0.252055	2	21.3859	0.946856	1.94484	2
MGP_FVBNJ_G0002729	chr1	162033127	162354983	-0.252055	2	21.3859	0.946856	1.94484	2
Pogk	chr1	162033127	162354983	-0.252055	2	21.3859	0.946856	1.94484	2
Rgs4	chr1	165458192	165532276	-0.287803	2	20.6136	0.768872	1.94816	2
Gm7897	chr1	169577443	169627036	-0.482811	2	15.6524	0.944376	1.86572	2
Gm38050	chr1	169577443	169627036	-0.482811	2	15.6524	0.944376	1.86572	2
Gm18445	chr1	169577443	169808634	-0.386544	2	16.9248	0.944376	3.80768	4
Ifi203	chr1	169697478	169808634	-0.294056	1	18.1471	0.902983	1.94196	2
Adss	chr1	173414979	173598905	-0.304481	2	21.6207	0.998954	2.14547	3
Gm16585	chr1	173414979	173598905	-0.304481	2	21.6207	0.998954	2.14547	3
Srp9	chr1	177950747	178064691	-0.323226	2	25.2318	0.949567	1.965	2
Gm17968	chr1	177950747	178064691	-0.323226	2	25.2318	0.949567	1.965	2
Gm37432	chr1	187250092	190220765	-0.441714	2	30.3707	0.927466	1.91979	2
9430037O13Rik	chr1	187250092	190220765	-0.441714	2	30.3707	0.927466	1.91979	2
Dtl	chr1	187250092	190220765	-0.441714	2	30.3707	0.927466	1.91979	2
Gm13296	chr2	8283808	8464804	-0.203098	2	19.2711	0.602272	1.98535	2
Pfkfb3	chr2	8283808	8728815	-0.378359	2	17.2156	0.602272	2.80679	3
Gm10851	chr2	8386621	8728815	-0.456243	2	16.5449	0.92599	1.81454	2
Gm37975	chr2	8386621	8728815	-0.456243	2	16.5449	0.92599	1.81454	2
Rbm17	chr2	8386621	8728815	-0.456243	2	16.5449	0.92599	1.81454	2
Itga8	chr2	9048282	10538276	0.52181	4	31.884	0.993792	2.65574	3
St8sia6	chr2	10530563	10818587	0.286795	3	28.6858	0.973268	1.9357	2
Gm13325	chr2	13922011	14310061	0.327948	2	26.3522	0.960985	1.8752	2
Gm13322	chr2	13922011	14310061	0.327948	2	26.3522	0.960985	1.8752	2
Nebl	chr2	14309822	14520218	0.619923	4	26.8192	0.655651	1.83542	2
Etl4	chr2	17123629	18294645	0.245123	3	24.4285	0.979685	2.85253	3
Hnmt	chr2	20494367	21097796	-0.270345	2	21.1266	0.975641	2.89848	3
Gm13416	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
MGP_FVBNJ_G0009546	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
Cacna1b	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
Gm13459	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
Ehmt1	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
Gm38147	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
Gm37139	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
Arrdc1	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
MGP_FVBNJ_G0008449	chr2	21134553	21525236	-0.220128	2	19.3701	0.515399	1.97953	2
Dph7	chr2	21514617	22117750	-0.220344	1	19.5077	0.832105	1.97741	2
Lcn3	chr2	22342961	22517665	0.203023	2	28.7754	0.89906	1.87005	2
Lcn11	chr2	22342961	22517665	0.203023	2	28.7754	0.89906	1.87005	2
Gm13538	chr2	22342961	22517665	0.203023	2	28.7754	0.89906	1.87005	2
Gm13539	chr2	22342961	22517665	0.203023	2	28.7754	0.89906	1.87005	2
Glt6d1	chr2	22342961	22517665	0.203023	2	28.7754	0.89906	1.87005	2
Lcn9	chr2	22342961	22517665	0.203023	2	28.7754	0.89906	1.87005	2
Sohlh1	chr2	22342961	22517665	0.203023	2	28.7754	0.89906	1.87005	2
Ppp1r26	chr2	25062366	25752937	-0.201807	2	19.4188	0.892717	1.98906	2
1700007K13Rik	chr2	25062366	25752937	-0.201807	2	19.4188	0.892717	1.98906	2
Mrps2	chr2	25062366	25752937	-0.201807	2	19.4188	0.892717	1.98906	2
Gbgt1	chr2	25062366	25752937	-0.201807	2	19.4188	0.892717	1.98906	2
Gm10134	chr2	25062366	25752937	-0.201807	2	19.4188	0.892717	1.98906	2
Ralgds	chr2	25062366	25752937	-0.201807	2	19.4188	0.892717	1.98906	2
Cel	chr2	25062366	25752937	-0.201807	2	19.4188	0.892717	1.98906	2
2600006K01Rik	chr2	26533488	26749105	-0.43818	2	17.8269	0.695197	1.15246	2
Cercam	chr2	26533488	26749105	-0.43818	2	17.8269	0.695197	1.15246	2
Odf2	chr2	26533488	26749105	-0.43818	2	17.8269	0.695197	1.15246	2
MGP_FVBNJ_G0037480	chr2	26533488	26749105	-0.43818	2	17.8269	0.695197	1.15246	2
Gle1	chr2	26533488	26749105	-0.43818	2	17.8269	0.695197	1.15246	2
Set	chr2	26748842	28047235	-0.420674	0	18.1592	0.766094	1.15511	2
Mrrf	chr2	33029614	33281778	-0.20283	2	20.4264	0.885102	1.97965	2
Gm13429	chr2	33029614	33281778	-0.20283	2	20.4264	0.885102	1.97965	2
Gm13431	chr2	33029614	33281778	-0.20283	2	20.4264	0.885102	1.97965	2
Ptgs1	chr2	33029614	33281778	-0.20283	2	20.4264	0.885102	1.97965	2
Gm43621	chr2	33029614	33281778	-0.20283	2	20.4264	0.885102	1.97965	2
Olfr334-ps1	chr2	33029614	33281778	-0.20283	2	20.4264	0.885102	1.97965	2
MGP_FVBNJ_G0039960	chr2	33029614	33281778	-0.20283	2	20.4264	0.885102	1.97965	2
Gm13481	chr2	44809501	48435802	-0.310089	1	18.1745	0.900676	1.93643	2
Cacnb4	chr2	49255052	50038307	-0.209094	2	19.9636	0.892717	1.97274	2
Bloc1s2-ps	chr2	49255052	50038307	-0.209094	2	19.9636	0.892717	1.97274	2
Gm13501	chr2	50072690	50141414	-0.501155	1	13.791	0.885102	1.91045	2
Rprm	chr2	50659481	50826766	-0.238645	2	19.2527	0.878286	1.97538	2
Gm13505	chr2	50834499	50958778	-0.269471	2	19.5049	0.944376	1.929	2
Gm14035	chr2	50834499	50958778	-0.269471	2	19.5049	0.944376	1.929	2
Slc4a10	chr2	58609836	59705631	0.274776	2	20.294	0.98703	1.95604	2
Dnajc10	chr2	76660182	77165249	0.294055	2	35.335	0.953797	1.64705	2
Gm13752	chr2	76660182	77165249	0.294055	2	35.335	0.953797	1.64705	2
Frzb	chr2	76660182	77165249	0.294055	2	35.335	0.953797	1.64705	2
Zfp804a	chr2	78486803	78622140	-0.301525	3	14.618	0.656674	1.68217	2
Gm13685	chr2	79726518	80007458	0.248747	2	22.3811	0.965161	1.81106	2
Fam171b	chr2	80007831	80835714	-0.438609	2	20.6358	0.798899	1.91301	2
Zswim2	chr2	80007831	80835714	-0.438609	2	20.6358	0.798899	1.91301	2
Gm28635	chr2	80834695	81198741	-0.421116	1	18.9815	0.55668	3.63418	4
Btbd18	chr2	80834695	81198741	-0.421116	1	18.9815	0.55668	3.63418	4
Olfr1024	chr2	82045084	82112202	-0.208147	2	20.8915	0.977095	1.96381	2
Olfr1025-ps1	chr2	82045084	82112202	-0.208147	2	20.8915	0.977095	1.96381	2
Olfr1026	chr2	82045084	82112202	-0.208147	2	20.8915	0.977095	1.96381	2
Olfr1027-ps1	chr2	82045084	82112202	-0.208147	2	20.8915	0.977095	1.96381	2
Olfr1030	chr2	82142666	82254088	-0.738069	2	14.4367	0.967357	1.6866	2
Olfr1031	chr2	82142666	82254088	-0.738069	2	14.4367	0.967357	1.6866	2
Olfr1036	chr2	82142666	82254088	-0.738069	2	14.4367	0.967357	1.6866	2
Olfr1037	chr2	82142666	82254088	-0.738069	2	14.4367	0.967357	1.6866	2
Olfr1035-ps1	chr2	82142666	82254088	-0.738069	2	14.4367	0.967357	1.6866	2
Gm13735	chr2	83382691	83504714	-0.266158	2	17.6443	0.878765	1.96332	2
Olfr1118	chr2	83449795	83595465	-0.299465	1	17.69	0.937179	2.93485	3
Gm13729	chr2	83449795	83595465	-0.299465	1	17.69	0.937179	2.93485	3
Gm13728	chr2	83449795	83595465	-0.299465	1	17.69	0.937179	2.93485	3
Olfr1117-ps1	chr2	83449795	83595465	-0.299465	1	17.69	0.937179	2.93485	3
Gm13737	chr2	83449795	83595465	-0.299465	1	17.69	0.937179	2.93485	3
Gm13731	chr2	83524052	83737521	-0.254776	2	20.3329	0.911606	1.96943	2
Olfr1150-ps1	chr2	83524052	83737521	-0.254776	2	20.3329	0.911606	1.96943	2
Olfr1121	chr2	83524052	83737521	-0.254776	2	20.3329	0.911606	1.96943	2
Olfr1122	chr2	83524052	83737521	-0.254776	2	20.3329	0.911606	1.96943	2
Olfr1126	chr2	83668709	83793159	-0.258083	1	20.9339	0.688112	1.96744	2
Pramel7	chr2	83668709	83793159	-0.258083	1	20.9339	0.688112	1.96744	2
Pramel6	chr2	83668709	83793159	-0.258083	1	20.9339	0.688112	1.96744	2
Gm13738	chr2	83668709	83793159	-0.258083	1	20.9339	0.688112	1.96744	2
Olfr1127-ps1	chr2	83668709	83793159	-0.258083	1	20.9339	0.688112	1.96744	2
Olfr1128	chr2	83747713	83793541	-0.522077	1	15.426	0.9184	1.64364	2
Gm13740	chr2	83747713	83793541	-0.522077	1	15.426	0.9184	1.64364	2
Gm13744	chr2	83747713	83793541	-0.522077	1	15.426	0.9184	1.64364	2
Gm13743	chr2	83747713	83793541	-0.522077	1	15.426	0.9184	1.64364	2
Olfr1156	chr2	84142274	84481296	-0.295352	2	17.6029	0.944026	1.9097	2
Olfr1157	chr2	84142274	84481296	-0.295352	2	17.6029	0.944026	1.9097	2
Olfr74	chr2	84142274	84481296	-0.295352	2	17.6029	0.944026	1.9097	2
Olfr1184	chr2	84706034	84722038	0.25913	2	20.2074	0.986476	1.93795	2
Olfr1220	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1221	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
MGP_FVBNJ_G0015284	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1222	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1223	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1224-ps1	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1225	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Gm13761	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1226	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1228	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1229	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1230	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1231	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1232	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1233	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1234	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1235-ps1	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
MGP_FVBNJ_G0025897	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1239	chr2	85409552	86509983	-0.348239	2	16.1164	0.776438	1.92335	2
Olfr1271	chr2	86538587	86647227	-0.374826	2	17.1863	0.999675	1.92327	2
Ptprj	chr2	86717703	87596653	-0.237287	1	20.2847	0.901808	1.96297	2
Gm13767	chr2	86717703	87596653	-0.237287	1	20.2847	0.901808	1.96297	2
MGP_FVBNJ_G0008508	chr2	90865581	90988153	-0.337986	2	20.172	0.985473	1.90269	2
Gm13788	chr2	90865581	90988153	-0.337986	2	20.172	0.985473	1.90269	2
Lrrc4c	chr2	92560215	94228702	0.315881	2	22.3221	0.725883	5.66776	6
Lmo2	chr2	100117427	100255363	-0.200789	1	21.2242	0.229104	2.9787	3
Lgr4	chr2	106026555	106564139	0.444495	4	28.4556	0.802171	1.86706	2
Gm15130	chr2	107196550	107367021	0.227303	3	21.1499	0.834393	2.96539	3
Potefam1	chr2	107196550	107367021	0.227303	3	21.1499	0.834393	2.96539	3
Olfr1278	chr2	107339782	107439953	0.416051	2	24.024	0.977911	1.91088	2
MGP_FVBNJ_G0026055	chr2	107339782	107439953	0.416051	2	24.024	0.977911	1.91088	2
MGP_FVBNJ_G0026056	chr2	107339782	107439953	0.416051	2	24.024	0.977911	1.91088	2
MGP_FVBNJ_G0011706	chr2	107635983	108026322	-0.291502	2	18.7798	0.885654	1.92432	2
MGP_FVBNJ_G0026063	chr2	107635983	108026322	-0.291502	2	18.7798	0.885654	1.92432	2
MGP_FVBNJ_G0026064	chr2	107635983	108026322	-0.291502	2	18.7798	0.885654	1.92432	2
Gm13928	chr2	108015502	108139911	-0.290886	1	17.4558	0.977911	1.92758	2
Olfr1313	chr2	108154121	108252383	-0.207017	2	18.1606	0.993792	1.97045	2
Cdin1	chr2	111809328	112537513	-0.410894	2	19.8786	0.954967	1.83887	2
Meis2	chr2	111809328	112537513	-0.410894	2	19.8786	0.954967	1.83887	2
2700033N17Rik	chr2	111809328	112537513	-0.410894	2	19.8786	0.954967	1.83887	2
G630016G05Rik	chr2	111809328	112537513	-0.410894	2	19.8786	0.954967	1.83887	2
2810405F15Rik	chr2	111809328	112537513	-0.410894	2	19.8786	0.954967	1.83887	2
D330050G23Rik	chr2	112918259	113554462	0.624323	3	23.7459	0.967508	1.78354	2
Sord	chr2	118286300	118480108	0.245647	2	23.0509	0.995052	1.90242	2
Slc24a5	chr2	121132835	123079939	0.201158	3	23.1291	0.956935	1.92319	2
Morrbid	chr2	124468128	124505934	-0.394773	2	14.7321	0.995052	1.86015	2
Gm14010	chr2	124468128	124505934	-0.394773	2	14.7321	0.995052	1.86015	2
Slx4ip	chr2	132974775	133309459	0.822366	5	21.7627	0.278521	1.79421	2
Gm14064	chr2	133781658	134072873	0.670701	3	26.2806	0.892203	1.74507	2
Gm14066	chr2	135434903	135794917	0.20484	3	17.678	0.967357	2.68706	3
Sel1l2	chr2	136284244	137737415	-0.316295	1	15.3999	0.880337	3.87815	4
MGP_FVBNJ_G0009570	chr2	138268363	138432228	0.235465	2	20.4393	0.916983	1.93525	2
Gm24221	chr2	144003769	144145635	-0.224431	2	17.0282	0.984747	1.96661	2
Ninl	chr2	146635591	147087412	-0.380271	2	16.5278	0.857732	4.85794	5
Gm14142	chr2	146848894	146946357	-0.359307	2	16.628	0.892717	1.94191	2
Gm14141	chr2	146848894	146946357	-0.359307	2	16.628	0.892717	1.94191	2
Nanp	chr2	146848894	147087412	-0.534976	2	14.1074	0.892717	2.87084	3
Gm6741	chr2	146848894	146946357	-0.359307	2	16.628	0.892717	1.94191	2
Edem2	chr2	151714098	152191301	-0.422064	2	33.2	0.986476	1.97666	2
Gm17581	chr2	151714098	152191301	-0.422064	2	33.2	0.986476	1.97666	2
Procr	chr2	151714098	152191301	-0.422064	2	33.2	0.986476	1.97666	2
Mmp24	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
BC029722	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
Eif6	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
Gm16098	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
Fam83c	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
Uqcc1	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
Gm15557	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
Gdf5	chr2	151776629	152408509	-0.453575	1	33.166	4.8278e-05	2.43778	3
