gene	chromosome	start	end	log2	cn	depth	p_bintest	weight	probes
Gm38387	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm38162	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm15789	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm37285	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm37755	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm38218	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Acadl	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm27934	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Gm25832	chr1	63198650	68423664	-0.385332	2	15.1638	0.847206	1.92617	2
Hjurp	chr1	84715661	90457421	-0.971615	0	18.2539	0.241441	1.78041	2
Gal3st2	chr1	90456366	92110848	-0.499698	1	13.886	0.920707	1.88885	2
Gal3st2b	chr1	90456366	92110848	-0.499698	1	13.886	0.920707	1.88885	2
Gm7889	chr1	90456366	92110848	-0.499698	1	13.886	0.920707	1.88885	2
St8sia4	chr1	92066278	94295562	-0.240923	2	17.0245	0.939275	1.97396	2
Pam	chr1	94287808	95480978	-0.342838	1	16.1284	0.894872	3.8974	4
4933436E23Rik	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Gm34816	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Zbtb41	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Aspm	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
F13b	chr1	135514840	135698411	-0.372361	2	18.7658	0.915767	1.9132	2
Odr4	chr1	146239928	156681826	-0.359662	2	17.8683	0.987763	1.93559	2
Cd84	chr1	167628819	169646137	-0.801137	1	10.9757	0.292006	1.84213	2
Gm18445	chr1	169645397	170131013	-0.631857	1	12.1433	0.599964	1.87185	2
Cr1l	chr1	190802830	190982667	0.774927	5	61.1034	0.702161	1.77093	2
Cr2	chr1	190802830	190982667	0.774927	5	61.1034	0.702161	1.77093	2
Gm37887	chr1	190802830	190982667	0.774927	5	61.1034	0.702161	1.77093	2
MGP_FVBNJ_G0009322	chr1	190802830	190982667	0.774927	5	61.1034	0.702161	1.77093	2
Sephs1	chr2	1822105	5186746	-0.233334	2	22.8446	0.935453	1.98823	2
Phyh	chr2	1822105	5186746	-0.233334	2	22.8446	0.935453	1.98823	2
Gm13194	chr2	1822105	5186746	-0.233334	2	22.8446	0.935453	1.98823	2
MGP_FVBNJ_G0009541	chr2	5327362	5691369	-0.250351	2	25.2627	0.0258463	1.99117	2
Gm13255	chr2	5510782	5751588	-0.273418	1	25.4167	0.0964601	1.98699	2
1700061F12Rik	chr2	5981106	6890727	-0.228285	2	26.7246	0.335365	1.99178	2
Dnajc1	chr2	15046921	15460116	-0.25529	2	20.2446	0.209112	1.97906	2
Gm13349	chr2	15046921	15460116	-0.25529	2	20.2446	0.209112	1.97906	2
Bmi1	chr2	15452993	21905998	-0.47617	1	16.467	0.741581	1.88125	2
Vav2	chr2	23992296	29306479	-0.473575	1	14.0708	0.246749	1.93571	2
Gapvd1	chr2	31577064	32823219	-0.370191	2	14.8648	0.985661	1.93454	2
Hspa5	chr2	31577064	32823219	-0.370191	2	14.8648	0.985661	1.93454	2
Rabepk	chr2	31577064	32823219	-0.370191	2	14.8648	0.985661	1.93454	2
Fbxw2	chr2	31577064	32823219	-0.370191	2	14.8648	0.985661	1.93454	2
Ttll11	chr2	32822726	33209452	-0.205672	1	17.1382	0.653512	1.92899	2
Gm28635	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Btbd18	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Tmx2	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Med19	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
Zdhhc5	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
MGP_FVBNJ_G0036421	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
MGP_FVBNJ_G0037498	chr2	80841864	82503211	-0.569305	2	15.3956	0.945798	1.91406	2
1110051M20Rik	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
MGP_FVBNJ_G0008497	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
Lrp4	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
Gm13770	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
Ckap5	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
Snord67	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
F2	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
Gm13771	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
Zfp408	chr2	87723520	91619574	0.392701	3	29.6221	1.52066e-07	1.97333	2
Dcdc5	chr2	102555447	106026166	0.251693	4	23.6831	0.345417	1.93359	2
Lin7c	chr2	105940531	107438814	-0.417634	2	14.9046	0.67134	1.90685	2
Platr8	chr2	105940531	107438814	-0.417634	2	14.9046	0.67134	1.90685	2
Lgr4	chr2	105940531	107438814	-0.417634	2	14.9046	0.67134	1.90685	2
Dph6	chr2	110532484	114267980	-0.430841	2	15.5711	0.845106	1.88123	2
Gm13972	chr2	110532484	114267980	-0.430841	2	15.5711	0.845106	1.88123	2
Gm13975	chr2	110532484	114267980	-0.430841	2	15.5711	0.845106	1.88123	2
Fsip1	chr2	114267702	117544627	-0.523401	1	12.2288	0.842369	1.86773	2
Tmc2	chr2	126278549	128546152	-0.598053	1	11.2085	0.975699	1.84934	2
Macrod2	chr2	136573165	149263150	-0.37122	2	16.6204	0.45915	1.96108	2
Flrt3	chr2	136573165	149263150	-0.37122	2	16.6204	0.45915	1.96108	2
Calr-ps	chr2	136573165	149263150	-0.37122	2	16.6204	0.45915	1.96108	2
Zcchc9-ps	chr2	136573165	149263150	-0.37122	2	16.6204	0.45915	1.96108	2
Bpifb9a	chr2	150262694	151776082	-0.36986	3	25.3881	0.893829	1.80056	2
Bpifb9b	chr2	150262694	151776082	-0.36986	3	25.3881	0.893829	1.80056	2
Ptprt	chr2	157764981	158916726	0.24377	3	55.648	0.604195	1.98458	2
Zfp663	chr2	161507748	173787296	-0.458972	1	16.6072	0.847206	1.91668	2
Gm34599	chr3	30490669	30623969	0.238227	2	23.6644	0.858217	1.98112	2
Gm20515	chr3	30490669	30623969	0.238227	2	23.6644	0.858217	1.98112	2
Mfsd8	chr3	36736280	36778058	-0.54605	1	14.5217	0.987099	2.84689	3
Abhd18	chr3	36736280	37033876	-0.454885	1	15.3263	0.987099	4.80341	5
Gm10731	chr3	36736892	36778058	-0.562554	1	14.9469	0.863469	1.91145	2
1700034I23Rik	chr3	36776781	36809093	-0.608495	1	14.2297	0.290795	1.90781	2
Nbea	chr3	51384382	55892863	-0.213003	2	17.6463	0.915767	1.98319	2
Mbnl1	chr3	55937128	56544227	-0.567649	1	13.9693	0.740639	2.7986	3
Gm37589	chr3	56016278	56544227	-0.737473	1	11.7802	0.715315	1.80993	2
Gm37488	chr3	56016278	56544227	-0.737473	1	11.7802	0.715315	1.80993	2
4931440P22Rik	chr3	60891328	69307743	-0.510256	1	13.5459	0.913775	1.89291	2
Cd5l	chr3	82260401	85879811	0.246839	2	23.9696	0.943539	1.97686	2
Fcrl1	chr3	82260401	85879811	0.246839	2	23.9696	0.943539	1.97686	2
Selenbp2	chr3	89802099	91493711	-0.664768	1	9.85762	0.800526	1.85297	2
MGP_FVBNJ_G0037585	chr3	91493356	91612652	-0.42228	1	14.0637	0.636889	1.92614	2
MGP_FVBNJ_G0037586	chr3	91493356	91612652	-0.42228	1	14.0637	0.636889	1.92614	2
MGP_FVBNJ_G0036441	chr3	91586366	96305995	-0.528985	2	13.2985	0.869037	1.92233	2
Sec24d	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
Mettl14	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
Gm22713	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
Gm35065	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
Prss12	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
Snhg8	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
Snora24	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
Gm9369	chr3	118184029	128561712	0.31351	2	23.0243	0.971763	1.90613	2
H2az1	chr3	132498302	145279815	-0.623105	1	12.4375	0.85536	1.8471	2
Gm43470	chr3	145279355	152586906	-0.756941	1	10.5506	0.810309	2.68076	3
Tmem67	chr4	8304075	8380481	-0.318545	2	20.7418	0.809896	1.95001	2
Gm11906	chr4	21104133	31444289	0.235058	3	29.1019	0.88649	2.96406	3
Astn2	chr4	61623805	62378558	-0.226209	2	20.9558	0.0692677	1.99052	2
Gm25480	chr4	62309155	64509347	-0.271174	1	19.7214	0.250714	1.98213	2
Gm11224	chr4	65653126	65976913	-0.440442	1	13.9913	0.00777772	1.98701	2
Cdk5rap2	chr4	65854111	66305053	-0.333295	1	15.0514	1.16902e-07	3.98064	4
Ptprd	chr4	72923492	80080764	-0.310746	2	15.1734	0.811931	2.9149	3
Bnc2	chr4	79882581	90809373	-0.552274	2	15.0913	0.992964	1.85765	2
Gm12421	chr4	79882581	90809373	-0.552274	2	15.0913	0.992964	1.85765	2
Gm12880	chr4	117039236	118446153	0.214412	3	27.2879	0.90208	1.97881	2
Snip1	chr4	120770887	129921687	-0.626058	1	12.3088	0.716938	1.85667	2
Gm12984	chr4	131252559	131959353	-0.213558	2	16.7978	0.224193	1.98634	2
Gm12982	chr4	131252559	131959353	-0.213558	2	16.7978	0.224193	1.98634	2
Srrm1	chr4	131252559	131959353	-0.213558	2	16.7978	0.224193	1.98634	2
Hmgcl	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Gale	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Lypla2	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Pithd1	chr4	131922938	134602026	-0.403289	2	14.8261	0.971763	1.92379	2
Efhd2	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm29367	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Fhad1os2	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Fhad1	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13059	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Fhad1os1	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
4930455G09Rik	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Tmem51	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13053	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Tmem51os1	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Kazn	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13062	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Gm13052	chr4	138146564	140349043	-0.220617	3	17.3858	0.547084	1.91759	2
Pramel16	chr4	140348443	140412440	-0.792377	1	9.9523	0.820868	1.80299	2
Aadacl4fm4	chr4	141098492	142701111	-0.537509	2	13.8493	0.911353	1.80238	2
Ube4b	chr4	146081725	147225303	-0.642872	1	11.1539	0.55995	1.85389	2
Cdk6	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Gm42435	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Fam133b	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Gm43017	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
MGP_FVBNJ_G0036454	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
1700109H08Rik	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Rbm48	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
2510017J16Rik	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Pex1	chr5	240639	514804	-0.215946	2	17.8206	0.801956	1.98727	2
Ankib1	chr5	466526	657601	-0.311659	2	16.375	0.265415	1.97933	2
Gm43679	chr5	466526	657601	-0.311659	2	16.375	0.265415	1.97933	2
4930513D17Rik	chr5	36294862	44952135	-0.504278	1	16.0676	0.549121	1.88238	2
Gm43427	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Slit2	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
4930518C09Rik	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Gm20475	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Gm43426	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Gm42536	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Gm42537	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Mir218-1	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Gm42534	chr5	44603253	47405152	-0.525317	2	16.154	0.345756	1.92512	2
Zcchc4	chr5	49393062	49612437	-0.650707	1	15.5188	0.985661	1.73146	2
Gm23015	chr5	53652755	54464344	-0.240675	1	19.7415	0.641824	1.97995	2
Pcdh7	chr5	54347579	69031951	-0.482641	2	15.6469	0.974143	1.83832	2
Gm17977	chr5	54347579	69031951	-0.482641	2	15.6469	0.974143	1.83832	2
Gm43715	chr5	54347579	69031951	-0.482641	2	15.6469	0.974143	1.83832	2
Gm42479	chr5	54347579	69031951	-0.482641	2	15.6469	0.974143	1.83832	2
Gm42478	chr5	54347579	69031951	-0.482641	2	15.6469	0.974143	1.83832	2
Gm42639	chr5	54347579	69031951	-0.482641	2	15.6469	0.974143	1.83832	2
Adgrl3	chr5	77873166	91490005	-0.794942	1	11.8484	0.918228	1.83146	2
Gm34086	chr5	121564458	122079635	-0.535724	1	13.7322	0.848366	1.89257	2
Gm43661	chr5	121564458	122079635	-0.535724	1	13.7322	0.848366	1.89257	2
Gm4868	chr5	123358941	149462173	0.219752	3	29.8327	0.116833	2.98562	3
Kl	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Gm8675	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Stard13	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Gm42906	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
5430435K18Rik	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Gm7041	chr5	149026839	149705687	0.270262	2	33.9624	0.0611403	1.98753	2
Vmn2r18	chr5	149690124	149783391	0.305818	3	35.0881	0.105245	1.98119	2
Gm43228	chr6	15186209	16183709	-0.54718	2	11.7999	0.955329	1.91703	2
Gm5874	chr6	15186209	16183709	-0.54718	2	11.7999	0.955329	1.91703	2
Gm5302	chr6	21381568	29550654	-0.410916	2	15.7146	0.900321	1.93156	2
D630045J12Rik	chr6	34527947	34932869	-1.26398	0	7.91443	0.268986	1.53576	2
Luc7l2	chr6	34932425	37549508	-0.430643	1	14.4668	0.645262	1.91277	2
Gm44731	chr6	39615034	40328512	-0.467839	2	13.8336	0.915767	1.91611	2
Arhgef5	chr6	39615034	40328512	-0.467839	2	13.8336	0.915767	1.91611	2
Gm44253	chr6	39615034	40328512	-0.467839	2	13.8336	0.915767	1.91611	2
Nobox	chr6	39615034	40328512	-0.467839	2	13.8336	0.915767	1.91611	2
Nfe2l3	chr6	47783376	48630612	-0.58342	2	15.0654	0.711892	1.82611	2
Hoxa13	chr6	48630362	55357721	-0.544207	1	15.4132	0.649867	1.82908	2
Herc3	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Nap1l5	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Fam13a	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Gm45060	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
BB365896	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Gm45061	chr6	55176668	56435963	-0.504654	2	15.4831	0.915767	1.82206	2
Gm5570	chr6	56435548	57656255	-0.564176	1	14.4611	0.825439	1.81861	2
Rpl18a-ps2	chr6	64384578	68106726	-0.428712	1	15.7028	0.837968	1.87093	2
Rpl18a-ps3	chr6	64384578	68106726	-0.428712	1	15.7028	0.837968	1.87093	2
Igkv1-117	chr6	64384578	68106726	-0.428712	1	15.7028	0.837968	1.87093	2
Igkv1-110	chr6	64384578	68106726	-0.428712	1	15.7028	0.837968	1.87093	2
Smyd1	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Mir8112	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Krcc1	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44321	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm1070	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Cd8b1	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44110	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44111	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44174	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44175	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Cd8a	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Rmnd5a	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44130	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44172	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44186	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Rnf103	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Gm44194	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
1700040L08Rik	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Chmp3	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Kdm3a	chr6	67672241	74005096	-0.254744	2	20.0223	0.997818	1.99377	2
Ctnna2	chr6	73901411	79912224	-0.38539	1	19.0412	4.05924e-07	7.87107	8
Gm44438	chr6	73901411	74023951	-0.351952	1	21.2848	4.05924e-07	2.97933	3
Gm44286	chr6	73901411	74023951	-0.351952	1	21.2848	4.05924e-07	2.97933	3
Gm44288	chr6	74060177	74230442	-0.300952	1	19.466	0.000210885	1.98821	2
Gm44437	chr6	74090253	79912224	-0.394887	2	18.2475	0.85536	1.93946	2
Exoc6b	chr6	81058040	82143534	-0.355606	2	18.4025	0.636591	1.93861	2
Gm7507	chr6	81058040	82143534	-0.355606	2	18.4025	0.636591	1.93861	2
Gm44012	chr6	81058040	82143534	-0.355606	2	18.4025	0.636591	1.93861	2
Alms1-ps2	chr6	82143048	82777334	-0.530429	1	15.7153	0.727106	1.8903	2
Alms1-ps1	chr6	82143048	82777334	-0.530429	1	15.7153	0.727106	1.8903	2
Snrpg	chr6	82776324	87568513	-0.389788	1	22.8791	0.937549	1.9372	2
Nup210	chr6	87522276	91178180	-0.220989	1	27.4905	0.660532	1.9843	2
Gm44278	chr6	87522276	91178180	-0.220989	1	27.4905	0.660532	1.9843	2
Tafa4	chr6	93332066	105282672	0.259814	2	33.0578	0.957489	1.96642	2
C1ra	chr6	120828041	125008074	-0.872777	1	11.2456	0.810309	1.77507	2
Ptpro	chr6	133981022	138673165	0.358114	3	34.3868	0.918228	1.94029	2
Gm44459	chr7	0	905543	0.20614	2	22.5789	0.587308	1.98381	2
Speer9-ps1	chr7	0	905543	0.20614	2	22.5789	0.587308	1.98381	2
AU018091	chr7	0	905543	0.20614	2	22.5789	0.587308	1.98381	2
Lair1	chr7	892987	2149756	0.239215	3	23.123	0.913775	1.97845	2
Nlrp2	chr7	2193549	2691942	-0.228828	1	17.975	0.78069	1.90505	2
Zfp78	chr7	3378472	8587724	-0.512051	1	12.5278	0.915083	1.89581	2
Psg29	chr7	14480468	14803788	0.403395	3	22.548	0.315748	1.93213	2
Ercc1	chr7	16787336	17239160	-0.217317	2	16.5302	0.918017	1.98515	2
Tomm40	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Gm20512	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Nectin2	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Bcam	chr7	17180144	18992303	-0.326304	2	14.419	0.298278	1.94982	2
Zfp607a	chr7	25830756	31458198	-1.21563	0	8.56045	0.0173055	1.69997	2
AI987944	chr7	39799836	41263992	-0.80717	1	11.9073	0.849011	1.77978	2
Nell1	chr7	49187562	54592304	0.345376	3	27.2659	0.989085	1.94326	2
Chd2	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
C130083A15Rik	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
Gm44686	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
Chaserr	chr7	72100810	74352624	-0.389121	2	18.3962	0.791774	1.92638	2
Pde8a	chr7	79806367	87779830	-0.537662	1	14.5113	0.915767	1.77968	2
Tmem135	chr7	87749759	88383922	-0.334728	2	18.8997	0.899821	1.93193	2
Gvin-ps6	chr7	104743999	106473130	-0.201127	1	22.1899	0.660874	1.84401	2
Gvin-ps7	chr7	104743999	106473130	-0.201127	1	22.1899	0.660874	1.84401	2
Abca14	chr7	118929629	123354244	0.204151	3	30.9512	0.61403	1.99049	2
Abca15	chr7	118929629	123354244	0.204151	3	30.9512	0.61403	1.99049	2
Tex36	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Gm28747	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Edrf1	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Mmp21	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Uros	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Bccip	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Dhx32	chr7	132314529	139858483	-0.27622	2	23.0079	0.68548	1.96147	2
Defb39	chr8	15937727	24711944	0.286434	2	22.0338	0.823207	1.89472	2
Defb12	chr8	15937727	24711944	0.286434	2	22.0338	0.823207	1.89472	2
Dlc1	chr8	33666134	36083416	-0.377972	2	15.0005	0.899821	1.94125	2
AI429214	chr8	33666134	36083416	-0.377972	2	15.0005	0.899821	1.94125	2
Gm16348	chr8	37934639	38739716	0.284515	2	18.0022	0.117483	1.90412	2
Pcm1	chr8	37934639	38739716	0.284515	2	18.0022	0.117483	1.90412	2
Asah1	chr8	37934639	38739716	0.284515	2	18.0022	0.117483	1.90412	2
Frg1	chr8	37934639	38739716	0.284515	2	18.0022	0.117483	1.90412	2
2810404M03Rik	chr8	38739281	42570708	0.50434	4	20.0059	0.935598	2.83064	3
Sorbs2	chr8	42138609	49992502	0.311287	2	23.3025	0.997663	1.90016	2
